sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,
515,[5 8 4],"Wicked men in the sight of God are those who have the knowledge of what to do when it comes to the right, but over and over again, they turn their shoulders and choose the wrong, through tolerance and apathy Americans are bringing upon themselves destruction (Deuteronomy 30:19) that will not be reversed, which leaves no alternative as to why God judges and is judging America today (Deuteronomy 28:63).",New_words_and_changing_uses,[],[],[],TRUE,[],"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The use of 'God' as a common noun rather than a specific religious reference is an example of using a proper noun as a general term.""
}",['proper_nouns_to_common_nouns'],"{
  ""Properties"": [""analogy""],
  ""Explanation"": ""The word 'destruction' is used in analogy with the biblical reference to 'destruction' in Deuteronomy, suggesting a parallel between the consequences described in the Bible and the current situation in America.""
}",['analogy'],"{
  ""Properties"": [""taboo deformation""],
  ""Explanation"": ""The use of euphemisms like 'wicked' and 'wrong' instead of more direct or harsh terms to soften the impact of the message reflects a form of taboo deformation.""
}",['taboo_deformation'],FALSE,"{
  ""Properties"": [""analogy""],
  ""Explanation"": ""The use of 'over and over again' and 'tolerance and apathy' suggests the formation of the word 'judging' by analogy from 'judges'.""
}",['analogy'],"{
  ""Properties"": [""analogy""],
  ""Explanation"": ""The use of 'over and over again' and 'right' and 'wrong' in close proximity suggests the formation of the word 'over and over again' by analogy with 'time and time again'.""
}",['analogy'],"{
  ""Properties"": [""analogy""],
  ""Explanation"": ""The formation of the word 'over and over again' is an example of analogy, as it is formed according to the model of 'again'.""
}",['analogy'],1,['analogy'],,,,,
650,[5 8],She offered no evidence — nor was asked for any — to back her grave allegations.,New_words_and_changing_uses,['conversions'],['conversions'],['conversions'],TRUE,[],"{
  ""Properties"": [""doubling""],
  ""Explanation"": ""The expression 'no evidence — nor was asked for any' features doubling, with the repetition of 'no' and the use of 'nor' to introduce a second negative clause.""
}",['doubling'],"{
  ""Properties"": [""doubling""],
  ""Explanation"": ""The use of 'no evidence' and 'nor was asked for any' results in the doubling of the negative structure.""
}",['doubling'],"{
  ""Properties"": [""compounds""],
  ""Explanation"": ""The use of 'grave allegations' is an example of a compound word, where two existing words ('grave' and 'allegations') are yoked together to convey a specific meaning.""
}",['compounds'],FALSE,"{
  ""Properties"": [""doubling""],
  ""Explanation"": ""The phrase 'grave allegations' uses the doubling property, where the same word is repeated for emphasis.""
}",['doubling'],"{
  ""Properties"": [""doubling""],
  ""Explanation"": ""The phrase 'no evidence — nor was asked for any' contains the doubling property, as it repeats the structure of 'no evidence' with 'nor was asked for any'.""
}",['doubling'],"{
  ""Properties"": [""doubling""],
  ""Explanation"": ""The phrase 'grave allegations' uses the doubling property, repeating an adjective to emphasize the seriousness of the allegations.""
}",['doubling'],1,['doubling'],0,0,GPT is misinterpreting the property. Using it out of context of grammar.,[],
812,[5],This Guardian Fake News Story Proves That The Media Can't Be Trusted,New_words_and_changing_uses,[],[],[],TRUE,[],"{
  ""Properties"": [""taboo deformation""],
  ""Explanation"": ""The use of 'Fake News' as a derogatory term to discredit the media fits the definition of taboo deformation, as it is a euphemism used to soften the impact of the accusation.""
}",['taboo_deformation'],"{
  ""Properties"": [""compounds"", ""conversion""],
  ""Explanation"": ""The text contains the use of 'fake news', which is a compound word, and the conversion of 'fake' from an adjective to a noun.""
}","['compounds', 'conversion']","{
  ""Properties"": [""taboo deformation""],
  ""Explanation"": ""The use of 'fake news' as a derogatory term is an example of taboo deformation, a type of euphemism used to soften the impact of the original term, in this case likely 'false news'.""
}",['taboo_deformation'],FALSE,"{
  ""Properties"": [""foreign borrowing"", ""compounds""],
  ""Explanation"": ""The use of 'Guardian' as a common noun to refer to a type of news story is an example of proper nouns being used as common nouns. Additionally, the compound 'fake news' is formed by yoking existing words together.""
}","['foreign_borrowing', 'compounds']","{
  ""Properties"": [""conversions""],
  ""Explanation"": ""The word 'fake' is originally an adjective, but in this context, it is used as a modifier for 'news story', indicating a conversion from an adjective to a noun.""
}",['conversions'],"{
  ""Properties"": [""foreign borrowing"", ""conversions""],
  ""Explanation"": ""The use of 'Guardian' as a common noun to refer to a type of news story is an example of proper nouns being converted to common nouns. Additionally, 'fake news' is a foreign borrowing from the English language to refer to a specific type of news.""
}","['foreign_borrowing', 'conversions']",0,"['foreign_borrowing', 'compounds']",,,,,
848,[5],Judge: I don’t understand why the witness is having such trouble with the question.,New_words_and_changing_uses,[],[],[],TRUE,[],"{
  ""Properties"": [""conversion""],
  ""Explanation"": ""The witness 'judge' is being used as a verb in this context, showing a conversion from a noun to a verb.""
}",['conversion'],"{
  ""Properties"": [""conversion""],
  ""Explanation"": ""The word 'judge' is originally a noun, but it has been converted to a verb in 'the witness is having trouble with the question.'""
}",['conversion'],"{
  ""Properties"": [""clipping""],
  ""Explanation"": ""The word 'witness' is a clipped form of 'eye-witness', where 'eye' has been dropped.""
}",['clipping'],FALSE,"{
  ""Properties"": [""conversion""],
  ""Explanation"": ""The word 'judge' is originally a noun, but in this context, it is used as a verb, indicating a conversion from a noun to a verb.""
}",['conversions'],"{
  ""Properties"": [""conversions""],
  ""Explanation"": ""The word 'judge' is originally a noun, but in this context, it is used as a verb to indicate the act of forming an opinion or making a decision.""
}",['conversions'],"{
  ""Properties"": [""conversions""],
  ""Explanation"": ""The word 'judge' is originally a noun, but in this context, it is used as a verb to indicate the act of forming an opinion or making a decision.""
}",['conversions'],1,['conversions'],,,,,
956,[6],Nothing good can be said about his four years of sanctimony and incompetence.,New_words_and_changing_uses,['prefixes/suffixes'],['prefixes/suffixes'],['prefixes/suffixes'],TRUE,[],"{
  ""Properties"": [""compounds""],
  ""Explanation"": ""The use of the compound 'sanctimony' and 'incompetence' qualifies as a compound, as they yoke existing words together to create a compound.""
}",['compounds'],"{
  ""Properties"": [""prefixes/suffixes""],
  ""Explanation"": ""The use of 'in' as a prefix in 'incompetence' indicates the addition of a prefix to change the meaning of the word.""
}",['prefixes/suffixes'],"{
  ""Properties"": [""doubling"", ""foreign borrowing""],
  ""Explanation"": ""The use of 'sanctimony' and 'incompetence' demonstrates doubling, and 'sanctimony' is borrowed from Latin ('sanctimonia').""
}","['doubling', 'foreign_borrowing']",FALSE,"{
  ""Properties"": [""compounds""],
  ""Explanation"": ""The phrase 'sanctimony and incompetence' is a compound, formed by yoking together the existing words 'sanctimony' and 'incompetence'.""
}",['compounds'],"{
  ""Properties"": [""compounds""],
  ""Explanation"": ""The term 'sanctimony' and 'incompetence' are yoked together to create the compound 'sanctimony and incompetence'.""
}",['compounds'],"{
  ""Properties"": [""doubling""],
  ""Explanation"": ""The phrase 'sanctimony and incompetence' uses the doubling property, where two similar words are used together for emphasis or effect.""
}",['doubling'],0,['compounds'],1,0,GPT is misinterpreting the property. Using it out of context of grammar.,['prefixes/suffixes'],in-competence
1284,[7 8],"I hope the American people can see through this sham, that you knew about it and you held it.""",New_words_and_changing_uses,[],[],[],TRUE,[],"{
  ""Properties"": [""clipping""],
  ""Explanation"": ""The word 'sham' is a clipped version of 'shameful' or 'shamming'.""
}",['clipping'],"{
  ""Properties"": [""compound"", ""conversion""],
  ""Explanation"": ""The term 'sham' is used as a compound noun, and 'held' is converted from a verb to a past tense verb.""
}","['compound', 'conversion']","{
  ""Properties"": [""taboo deformation""],
  ""Explanation"": ""The phrase 'darn it' is a euphemism for a stronger, taboo word, 'damn it'.""
}",['taboo_deformation'],FALSE,"{
  ""Properties"": [""clipping""],
  ""Explanation"": ""The word 'knew' is a clipped form of 'knew about'.""
}",['clipping'],"{
  ""Properties"": [""clipping""],
  ""Explanation"": ""The word 'sham' is a clipped version of the original word 'shame'.""
}",['clipping'],"{
  ""Properties"": [""clipping""],
  ""Explanation"": ""The word 'sham' is a clipped version of the original word 'shame'.""
}",['clipping'],1,['clipping'],,,,,
1311,[ 8  7 14  6],"As Trump grandly proclaimed, Americans no longer have to fear North Korea and can sleep peacefully at night!",New_words_and_changing_uses,[],[],[],TRUE,[],"{
  ""Properties"": [""foreign borrowing""],
  ""Explanation"": ""The phrase 'grandly proclaimed' uses the borrowed foreign word 'proclaimed' from the English language.""
}",['foreign_borrowing'],"{
  ""Properties"": [""analogy""],
  ""Explanation"": ""The word 'peacefully' is formed by analogy from the noun 'peace'.""
}",['analogy'],"{
  ""Properties"": [""foreign borrowing""],
  ""Explanation"": ""The phrase 'grandly proclaimed' features the foreign borrowing of 'proclaimed' from Latin 'proclamare.'""
}",['foreign_borrowing'],FALSE,"{
  ""Properties"": [""foreign borrowing""],
  ""Explanation"": ""The phrase 'grandly proclaimed' includes the foreign borrowing of the word 'proclaimed' from the French language.""
}",['foreign_borrowing'],"{
  ""Properties"": [""analogy""],
  ""Explanation"": ""The word 'grandly' is formed by analogy from 'grand', using the suffix -ly to create an adverb form.""
}",['analogy'],"{
  ""Properties"": [""foreign borrowing""],
  ""Explanation"": ""The phrase 'grandly proclaimed' borrows the word 'proclaimed' from English, indicating foreign borrowing.""
}",['foreign_borrowing'],0,['foreign_borrowing'],,,,,
1354,[7],"“I have, on numerous occasions, noted our intelligence findings that Russians attempted to interfere in our elections.",New_words_and_changing_uses,[],[],[],TRUE,[],"{
  ""Properties"": [""foreign borrowing"", ""conversion""],
  ""Explanation"": ""The term 'interfere' is a foreign borrowing, derived from the Latin 'interferre' and it has been converted from a verb to a noun in this context.""
}","['foreign_borrowing', 'conversion']","{
  ""Properties"": [""foreign borrowing""],
  ""Explanation"": ""The use of 'Russians' directly borrows the proper noun 'Russians' and applies it as a general term for the people from Russia.""
}",['foreign_borrowing'],"{
  ""Properties"": [""foreign borrowing""],
  ""Explanation"": ""The phrase 'intelligence findings' includes the foreign borrowing property as 'intelligence' has roots in Latin (intelligentia) and 'findings' has roots in Old English (findan).""
}",['foreign_borrowing'],FALSE,"{
  ""Properties"": [""foreign borrowing""],
  ""Explanation"": ""The use of 'Russians' is a foreign borrowing, as it is a word borrowed from the Russian language to refer to the people of Russia.""
}",['foreign_borrowing'],"{
  ""Properties"": [""foreign borrowing""],
  ""Explanation"": ""The use of 'Russians' is a foreign borrowing, as it is a word borrowed from the Russian language to refer to the people of Russia.""
}",['foreign_borrowing'],"{
  ""Properties"": [""foreign borrowing""],
  ""Explanation"": ""The phrase 'intelligence findings' includes the foreign borrowing of the word 'intelligence' from French, which is commonly used in English to refer to information gathered by government agencies.""
}",['foreign_borrowing'],1,['foreign_borrowing'],,,,,
1355,[6 8 7],The very intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt to distract attention from their failure to protect America.,New_words_and_changing_uses,['acronyms'],['acronyms'],['acronyms'],TRUE,"['proper_nouns_to_common_nouns', 'acronyms']","{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The text uses the proper nouns 'CIA' and 'Director of National Intelligence Clapper' as general terms, indicating a shift from proper nouns to common nouns.""
}",['proper_nouns_to_common_nouns'],"{
  ""Properties"": [""conversion""],
  ""Explanation"": ""The use of 'protect' (a verb) as a noun 'protection' suggests a conversion of the word from one part of speech to another.""
}",['conversion'],"{
  ""Properties"": [""foreign borrowing""],
  ""Explanation"": ""The text contains a foreign borrowing in the form of 'CIA' which stands for Central Intelligence Agency.""
}",['foreign_borrowing'],FALSE,"{
  ""Properties"": [""conversion""],
  ""Explanation"": ""The use of 'protect' as a verb in 'protect America' is an example of conversion, where a noun is used as a verb.""
}",['conversions'],"{
  ""Properties"": [""foreign borrowing"", ""compounds""],
  ""Explanation"": ""The text does not contain any new words or changing uses. It uses the existing words 'CIA', 'Director', 'Brennan', 'National Intelligence', 'Clapper' and 'America'.""
}","['foreign_borrowing', 'compounds']","{
  ""Properties"": [""foreign borrowing""],
  ""Explanation"": ""The text does not contain any new words or changing uses that fit the properties provided.""
}",['foreign_borrowing'],0,['conversions'],1,0,GPT explanation does not match classification,['acronyms'],
1405,[ 7 13],"I want to bring our soldiers back home,"" Trump said.",New_words_and_changing_uses,[],[],[],TRUE,[],"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The use of 'Trump' as a common noun to refer to a person in general, rather than as a specific individual, is an example of using a proper noun as a common noun.""
}",['proper_nouns_to_common_nouns'],"{
  ""Properties"": [""conversion""],
  ""Explanation"": ""The word 'home' is originally a noun, but in this sentence, it is used as an adverb after the verb 'bring', which is a type of conversion.""
}",['conversion'],"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The name 'Trump' is a proper noun (referring to the former US president), but in this context, it is used as a common noun to refer to a person who made a statement.""
}",['proper_nouns_to_common_nouns'],FALSE,"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The use of 'Trump' as a common noun to refer to a person in general, rather than as a specific individual, is an example of using a proper noun as a common noun.""
}",['proper_nouns_to_common_nouns'],"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The use of 'Trump' as a common noun to refer to a person in general, rather than as a specific individual, is an example of using a proper noun as a common noun.""
}",['proper_nouns_to_common_nouns'],"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The use of 'Trump' as a common noun to refer to a person in general, rather than as a specific proper noun referring to the individual Donald Trump.""
}",['proper_nouns_to_common_nouns'],1,['proper_nouns_to_common_nouns'],,,,,
2508,[8],"“It was a foolish mistake by a very young man,” Saucier’s lawyer, Greg Rinckey, said.",New_words_and_changing_uses,[],[],[],TRUE,[],"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The proper noun 'Saucier' is used as a common noun to refer to a young man, indicating a shift in meaning from a specific individual to a general category.""
}",['proper_nouns_to_common_nouns'],"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The proper noun 'Saucier' is used as a common noun to refer to a young man, indicating that it has been generalized to represent a category of individuals.""
}",['proper_nouns_to_common_nouns'],"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The proper noun 'Saucier' (referring to a person) is used as a common noun in this sentence to refer to a type of person.""
}",['proper_nouns_to_common_nouns'],TRUE,"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The use of 'Saucier' as a common noun to refer to a young man is an example of using a proper noun as a general term.""
}",['proper_nouns_to_common_nouns'],"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The use of 'Saucier' as a common noun to refer to a young man is an example of using a proper noun as a general term.""
}",['proper_nouns_to_common_nouns'],"{
  ""Properties"": [""proper nouns to common nouns""],
  ""Explanation"": ""The use of 'Saucier' as a common noun to refer to a person rather than a specific individual is an example of using a proper noun as a common noun.""
}",['proper_nouns_to_common_nouns'],1,['proper_nouns_to_common_nouns'],,,,,
