sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth
199,[1],"“When Kavanaugh is on the Supreme Court, undermining our #4thAmendment right against unreasonable searches and seizures, it will be too late for others to join me.”",Figures_of_argument,[],[],[],TRUE,[],"{
  ""Properties"": [
    ""antithesis""
  ],
  ""Explanation"": ""The use of the phrase 'When Kavanaugh is on the Supreme Court' followed by 'it will be too late for others to join me' presents an argument from opposites, highlighting the negative consequence of having Kavanaugh on the Supreme Court.""
}",['antithesis'],"{
  ""Properties"": [
    ""antithesis""
  ],
  ""Explanation"": ""The use of 'When Kavanaugh is on the Supreme Court' juxtaposed with 'it will be too late for others to join me' creates an argument from opposites, emphasizing the urgency of the situation.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The text contains an antithesis, as it presents an argument from opposites 'When Kavanaugh is on the Supreme Court' and 'it will be too late for others to join me.'""
}",['antithesis'],TRUE,"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The text presents an argument from opposites by contrasting the current situation with Kavanaugh on the Supreme Court with the future situation where it will be too late for others to join the speaker.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The use of 'when Kavanaugh is on the Supreme Court' and 'it will be too late for others to join me' presents an argument from opposites, highlighting the contrast between the current situation and a future outcome.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The use of 'when Kavanaugh is on the Supreme Court' and 'it will be too late for others to join me' presents an argument from opposites, highlighting the negative impact of Kavanaugh being on the Supreme Court.""
}",['antithesis'],1,['antithesis'],0,0,,['deduction']
202,[1],"A gird failure would almost immediately fling the United States into a state of panic, and it’s always good to be prepared just in case.",Figures_of_argument,[],[],[],TRUE,[],"{
  ""Properties"": [
    ""antithesis""
  ],
  ""Explanation"": ""The statement presents an antithesis by contrasting the potential consequences of a grid failure (state of panic) with the importance of being prepared (always good to be prepared).""
}",['antithesis'],"{
  ""Properties"": [""induction""],
  ""Explanation"": ""The text uses induction by drawing a conclusion from a specific scenario (grid failure) to a general situation (United States being flung into a state of panic).""
}",['induction'],"{
    ""Properties"": [""defintion as figure""],
    ""Explanation"": ""The statement sets forth the full meaning and character of a 'grid failure' by explaining the immediate consequences and the need for preparedness.""
}",['defintion_as_figure'],FALSE,"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The sentence presents an argument from opposites, contrasting the potential consequences of a grid failure with the importance of being prepared.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The sentence presents an argument from opposites by contrasting the potential consequences of a grid failure (state of panic) with the need to be prepared (good to be prepared).""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The use of 'almost immediately' and 'just in case' presents an argument from opposites, emphasizing the potential for a sudden and extreme outcome and the need for preparation.""
}",['antithesis'],1,['antithesis'],1,0,,[]
204,[1],"It has become a superdogma in the Catholic Church: if you don’t believe that Islam is a Religion of Peace, you will be ruthlessly harassed and silenced by the U.S. Conference of Catholic Bishops and the hierarchy elsewhere as well.",Figures_of_argument,[],[],[],TRUE,[],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The example contains strategic repetition through the repetition of the phrase 'in the Catholic Church' and 'the U.S. Conference of Catholic Bishops and the hierarchy elsewhere as well.'""
}",['strategic_repetition'],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The use of the phrase 'Catholic Church' and 'religion of peace' is strategically repeated to emphasize the contrast between the two beliefs.""
}",['strategic_repetition'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The sentence presents an argument from opposites, contrasting the idea of believing that Islam is a Religion of Peace with the consequence of being ruthlessly harassed and silenced.""
}",['antithesis'],FALSE,"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The use of 'superdogma' and 'Religion of Peace' presents an argument from opposites, creating a contrast between the two concepts.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The sentence presents an argument from opposites, contrasting the belief that Islam is a Religion of Peace with the consequence of being harassed and silenced by the Catholic Church.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The use of 'superdogma' and 'Religion of Peace' presents an antithesis, emphasizing the contrast between the two concepts.""
}",['antithesis'],1,['antithesis'],0,0,,['deduction']
214,[1],"""One woman (was) screaming through my door that I should be killed and I should die,"" he told reporters at Friday's news conference.",Figures_of_argument,[],[],[],TRUE,[],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The passage contains the strategic repetition of the phrase 'I should be killed and I should die.'""
}",['strategic_repetition'],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The quote 'I should be killed and I should die' demonstrates strategic repetition of the phrase 'I should' for emphasis and to convey the intensity of the situation.""
}",['strategic_repetition'],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The sentence contains strategic repetition with the use of 'I should be killed and I should die'. This repetition serves as a rhetorical device to emphasize the severity of the situation.""
}",['strategic_repetition'],TRUE,"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The use of repetition in the phrase 'I should be killed and I should die' emphasizes the intensity and severity of the threat, making it a strategic repetition.""
}",['strategic_repetition'],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The use of repetition in the phrase 'I should be killed and I should die' emphasizes the intensity and severity of the threat, making it a strategic repetition.""
}",['strategic_repetition'],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The use of repetition in the phrase 'I should be killed and I should die' emphasizes the intensity of the threat and creates a strong emotional impact.""
}",['strategic_repetition'],1,['strategic_repetition'],1,0,,[]
219,[1],"While Iran told the U.N. nuclear watchdog agency on Tuesday that it plans only to increase enrichment within limits set by 2015 deal, the announcement came with threats from a top Iranian official that the activities could be quickly expanded.",Figures_of_argument,[],[],[],TRUE,[],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The passage contains strategic repetition of the idea of Iran's plans to increase enrichment, first mentioning it and then emphasizing it through the threat of quick expansion.""
}",['strategic_repetition'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The use of opposites is evident in the contrast between Iran's stated plan to increase enrichment within limits and the threat from a top Iranian official that the activities could be quickly expanded.""
}",['antithesis'],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The use of repetition is evident in the passage, with the phrase 'the announcement came' repeated to emphasize the connection between Iran's statement to the U.N. and the subsequent threats from a top Iranian official.""
}",['strategic_repetition'],FALSE,"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The use of repetition in the passage 'Iran told the U.N. nuclear watchdog agency' and 'the announcement came with threats from a top Iranian official' demonstrates strategic repetition.""
}",['strategic_repetition'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The use of opposites is evident in the contrast between Iran's stated plan to increase enrichment within limits and the threat of quickly expanding the activities.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The use of opposites is evident in the contrast between Iran's stated plan to increase enrichment within limits and the threat of quickly expanding the activities.""
}",['antithesis'],0,['antithesis'],1,0,,[]
243,[2 6],Women everywhere should be furious.,Figures_of_argument,[],[],[],TRUE,[],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The text contains strategic repetition of the word 'women', emphasizing the universality of the sentiment being expressed.""
}",['strategic_repetition'],"{
  ""Properties"": [""strategic repetition"", ""defintion as figure""],
  ""Explanation"": ""The sentence uses strategic repetition by repeating the word 'women' to emphasize the inclusive nature of the anger. It also employs a form of definition as figure by succinctly expressing that women globally should feel intense anger.""
}","['strategic_repetition', 'defintion_as_figure']","{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The use of the phrase 'women everywhere' is strategically repeated to emphasize the universality of the feeling being expressed.""
}",['strategic_repetition'],FALSE,"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The use of 'women everywhere' and 'should be furious' creates strategic repetition by repeating the idea of anger and emphasizing the universality of the feeling among women.""
}",['strategic_repetition'],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The use of the word 'everywhere' strategically repeats the idea of women being widespread and universal, emphasizing the extent of the issue.""
}",['strategic_repetition'],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The use of 'everywhere' strategically repeats the idea of women being widespread and universal, emphasizing the importance of the statement.""
}",['strategic_repetition'],1,['strategic_repetition'],1,0,GPT is making stuff up,[]
253,[3 8],Either that or they can go whine to the New York Times some more because the Jewish community won't let them burn crosses on their lawn.,Figures_of_argument,[],[],[],TRUE,[],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The use of 'either...or' sets up an antithesis between two opposing options, emphasizing the contrast between them.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The sentence presents an argument from opposites: burning crosses on a Jewish community's lawn is contrasted with whining to the New York Times.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The example uses antithesis by contrasting the idea of 'whine to the New York Times' with 'burn crosses on their lawn', creating a clear opposition between the two actions.""
}",['antithesis'],TRUE,timeout,[],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The use of 'either...or' presents an argument from opposites, creating an antithesis between two contrasting options.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The use of 'either...or' presents an argument from opposites, creating an antithesis between two contrasting options.""
}",['antithesis'],1,['antithesis'],,,,
271,[3],"That is to say, one could not consecrate a brothel, one could not bless a concentration camp or weapons which are not explicitly ordained for hunting or for legitimate self-defense.",Figures_of_argument,['strategic_repetition'],['strategic_repetition'],['strategic_repetition'],TRUE,['strategic_repetition'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The use of 'one could not ... one could not' sets up an argument from opposites, creating a contrast between the consecration of a brothel and the blessing of a concentration camp or weapons not intended for hunting or legitimate self-defense.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The use of 'one could not' followed by contrasting examples of things that cannot be consecrated or blessed creates an argument from opposites, making use of antithesis.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The use of opposites, such as 'consecrate a brothel' and 'bless a concentration camp', reflects the use of antithesis as a figure of argument.""
}",['antithesis'],TRUE,"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The sentence presents an argument from opposites by juxtaposing the consecration of a brothel with the blessing of a concentration camp or weapons not explicitly ordained for hunting or legitimate self-defense.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The sentence presents an argument from opposites by juxtaposing consecrating a brothel with blessing a concentration camp or weapons not explicitly ordained for hunting or legitimate self-defense.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The sentence presents an argument from opposites, contrasting the consecration of a brothel or a concentration camp with the ordainment of weapons for hunting or legitimate self-defense.""
}",['antithesis'],1,['antithesis'],1,0,GPT classification and explanation both wrong,['strategic_repetition']
296,[3],"There is only one Magisterium, he said, and bishops' conferences can only decide about pastoral questions.",Figures_of_argument,[],[],[],TRUE,[],"{
  ""Properties"": [
    ""antithesis""
  ],
  ""Explanation"": ""The sentence presents an argument from opposites, emphasizing the contrast between the singular authority of the Magisterium and the limited decision-making power of bishops' conferences.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The statement presents an argument from opposites, contrasting the singular authority of the Magisterium with the limited decision-making power of bishops' conferences.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The statement presents an argument from opposites - the idea that there is only one Magisterium is contrasted with the bishops' conferences being limited to pastoral questions.""
}",['antithesis'],TRUE,"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The statement presents an argument from opposites by contrasting the singular authority of the Magisterium with the limited decision-making power of bishops' conferences.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The statement presents an argument from opposites, contrasting the singular authority of the Magisterium with the limited decision-making power of bishops' conferences.""
}",['antithesis'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The statement presents an argument from opposites, contrasting the singular authority of the Magisterium with the limited decision-making power of bishops' conferences.""
}",['antithesis'],1,['antithesis'],,,,
319,[3],It’s not coming back.,Figures_of_argument,[],[],[],TRUE,[],"{
    ""Properties"": [""strategic repetition""]
    ,
    ""Explanation"": ""The text uses strategic repetition by repeating the phrase 'It's not' at the beginning of both sentences for emphasis and impact.""
}",['strategic_repetition'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The statement 'It's not coming back' presents an argument from opposites, emphasizing the lack of return.""
}",['antithesis'],"{
  ""Properties"": [
    ""strategic repetition""
  ],
  ""Explanation"": ""The property of strategic repetition is present in the text as the phrase 'It's not coming' is repeated for emphasis and to convey a sense of finality.""
}",['strategic_repetition'],FALSE,"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The text contains strategic repetition with the repetition of the phrase 'It's not'.""
}",['strategic_repetition'],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The text contains strategic repetition with the repetition of the phrase 'It's not' at the beginning of each clause, emphasizing the finality of the statement.""
}",['strategic_repetition'],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The text contains strategic repetition of the phrase 'It's not' for emphasis and to convey a sense of finality.""
}",['strategic_repetition'],1,['strategic_repetition'],,,,
