sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth
3801,[11],"For their sake, let’s hope it works better than this year’s flu vaccine.",Sentence_architecture,['left_branching'],['left_branching'],['left_branching'],TRUE,"['Periodic_sentences', 'left_branching']","{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'than this year’s flu vaccine.'""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence continues with a modifying clause after the main clause, 'let’s hope it works better than this year’s flu vaccine.'""
}",['right_branching'],"{
  ""Properties"": [
    ""right branching""
  ],
  ""Explanation"": ""The sentence continues with a modifying clause after completing the grammatically complete main clause.""
}",['right_branching'],TRUE,"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'than this year’s flu vaccine.'""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'than this year’s flu vaccine.'""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'than this year’s flu vaccine.'""
}",['right_branching'],1,['right_branching'],1,0,GPT defaults to right-branching. Explanation is incorrect.,['left_branching']
3806,[11  8],"The Guardian, reputedly once a great liberal newspaper, conducted a vendetta against Julian Assange.",Sentence_architecture,['middle_branching'],['middle_branching'],['middle_branching'],TRUE,[],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with a modifying clause ('reputedly once a great liberal newspaper') after the main clause.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is right branching because it continues with a modifying clause ('reputedly once a great liberal newspaper') after the main clause.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with a modifying clause ('reputedly once a great liberal newspaper') after the main clause.""
}",['right_branching'],TRUE,"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is right-branching because it continues with modifying clauses after the main clause 'The Guardian conducted a vendetta against Julian Assange.'""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses ('reputedly once a great liberal newspaper') after the main clause.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses ('reputedly once a great liberal newspaper') after the main clause.""
}",['right_branching'],1,['right_branching'],1,0,GPT defaults to right-branching. Explanation is incorrect.,['middle_branching']
3828,[12],There could be only one answer: communists.,Sentence_architecture,['Periodic_sentences'],['Periodic_sentences'],['Periodic_sentences'],TRUE,['Periodic_sentences'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses or phrases, 'communists'.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically ('There could be only one answer: communists.'), but it continues with a modifying clause ('communists').""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence continues with the modifying clause 'communists'.""
}",['right_branching'],TRUE,"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'communists.'""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'communists.'""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'communists.'""
}",['right_branching'],1,['right_branching'],1,0,GPT defaults to right-branching. Explanation is incorrect.,['Periodic_sentences']
3895,[13],Impossible.,Sentence_architecture,[],[],[],TRUE,[],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence structure is right branching because it continues with modifying clauses or phrases after completing its grammatical structure.""
}",['right_branching'],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not exhibit any specific sentence architecture properties. It is a simple standalone word with no sentence structure.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The example provided is too short to identify any specific sentence architecture properties.""
}",[],FALSE,"{
  ""Properties"": [""loose sentences""],
  ""Explanation"": ""The text consists of a single word, 'impossible,' which does not provide any further detail or concluding point, making it a loose sentence.""
}",['loose_sentences'],"{
  ""Properties"": [""loose sentences""],
  ""Explanation"": ""The text is a loose sentence as it consists of a single word that does not provide any further detail or concluding point.""
}",['loose_sentences'],"{
  ""Properties"": [],
  ""Explanation"": ""The provided text does not contain any of the specified sentence architecture properties.""
}",[],1,['loose_sentences'],1,0,GPT misinterpreting the 'loose' feature,[]
4270,[14],Long live the Fifth Estate!”,Sentence_architecture,[],[],[],TRUE,[],"{
  ""Properties"": [""periodic sentences""],
  ""Explanation"": ""The exclamation 'Long live the Fifth Estate!' is a periodic sentence because it delivers its meaning dramatically at the end with the exclamation mark.""
}",['periodic_sentences'],"{
  ""Properties"": [""Periodic sentences""],
  ""Explanation"": ""The sentence completes itself grammatically and delivers its meaning at the end, often dramatically.""
}",['Periodic_sentences'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is right-branching because it is complete grammatically but continues with a modifying clause ('the Fifth Estate').""
}",['right_branching'],FALSE,"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with a modifying clause ('The Fifth Estate').""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with a modifying clause ('the Fifth Estate').""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with a modifying clause ('the Fifth Estate').""
}",['right_branching'],1,['right_branching'],1,0,GPT defaults to right-branching. Explanation is incorrect.,[]
4349,[14],The Last-Minute Character Assassination of Judge Kavanaugh,Sentence_architecture,[],[],[],TRUE,[],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The title 'The Last-Minute Character Assassination of Judge Kavanaugh' is a right-branching sentence. It is complete grammatically but continues with a modifying clause or phrase ('of Judge Kavanaugh').""
}",['right_branching'],"{
  ""Properties"": [""right branching"", ""periodic sentences""]
  ,
  ""Explanation"": ""The text contains right-branching sentences, such as 'The last-minute character assassination of Judge Kavanaugh by the Democrats' and 'President Trump, more adept than most politicians in expressing the anger of his voters, quickly echoed their complaint.' There are also periodic sentences that deliver their meaning dramatically at the end, such as 'It is a tale told by an idiot, full of sound and fury, signifying nothing - except, of course, the most hideously evil and hyper-partisan tactics.'""
}","['right_branching', 'periodic_sentences']","{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The example text contains multiple modifying clauses and phrases that continue after the main clauses, making it a right-branching sentence structure.""
}",['right_branching'],FALSE,"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The title 'The Last-Minute Character Assassination of Judge Kavanaugh' is a right-branching sentence as it is complete grammatically but continues with modifying clauses ('of Judge Kavanaugh').""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The title 'The Last-Minute Character Assassination of Judge Kavanaugh' is an example of a right-branching sentence. It is grammatically complete but continues with modifying clauses or phrases ('of Judge Kavanaugh').""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The title 'The Last-Minute Character Assassination of Judge Kavanaugh' is a right-branching sentence as it is complete grammatically but continues with modifying clauses ('of Judge Kavanaugh').""
}",['right_branching'],1,['right_branching'],1,0,GPT defaults to right-branching. Explanation is incorrect.,[]
4353,[ 7 14],"""For us, Hungary is first.",Sentence_architecture,['left_branching'],['left_branching'],['left_branching'],TRUE,['left_branching'],"{
  ""Properties"": [""left branching""],
  ""Explanation"": ""The sentence branches to the left with the modifying structure 'For us' preceding the subject 'Hungary'.""
}",['left_branching'],"{
  ""Properties"": [""left branching""],
  ""Explanation"": ""The sentence begins with modifying structures, 'For us,' before introducing the subject 'Hungary'. This postpones the main subject and is characteristic of left branching."" 
}",['left_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses or phrases, as 'us' is the subject and 'Hungary' is the final predication."" 
}",['right_branching'],FALSE,"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses or phrases ('first').""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses or phrases ('first').""
}",['right_branching'],"{
  ""Properties"": [""left branching""],
  ""Explanation"": ""The sentence opens with modifying structures ('For us'), postponing the subject ('Hungary'). This is an example of left branching sentence architecture.""
}",['left_branching'],0,['right_branching'],1,0,GPT defaults to right-branching. Explanation is incorrect.,['left_branching']
4366,[15],The authorities allowed him to commit the crime.,Sentence_architecture,[],[],[],TRUE,[],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with a modifying clause ('to commit the crime').""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is grammatically complete but continues with a modifying clause ('to commit the crime'). This makes it an example of right-branching structure.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'to commit the crime'.""
}",['right_branching'],TRUE,"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'to commit the crime.'""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'to commit the crime.'""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'to commit the crime.'""
}",['right_branching'],1,['right_branching'],1,0,GPT defaults to right-branching. Explanation is incorrect.,[]
4370,[15],The media is very interested in racism.,Sentence_architecture,[],[],[],TRUE,[],"{
  ""Properties"": [""loose sentences""]
}",['loose_sentences'],"{
  ""Properties"": [""loose sentences""],
  ""Explanation"": ""The sentence is a loose sentence as it trails off without any concluding point, leaving the reader to infer the intended meaning or implication.""
}",['loose_sentences'],"{
  ""Properties"": [""loose sentences""],
  ""Explanation"": ""The sentence is a loose sentence as it simply makes a declarative statement without providing additional details or context, trailing off without elaboration.""
}",['loose_sentences'],TRUE,"{
  ""Properties"": [""loose sentences""],
  ""Explanation"": ""The sentence is a loose sentence as it is short and lacks additional modifying structures or clauses. It simply makes a statement without trailing off into accumulated detail or delivering its meaning dramatically at the end.""
}",['loose_sentences'],"{
  ""Properties"": [""loose sentences""],
  ""Explanation"": ""The sentence is a loose sentence as it is a simple statement with no additional modifying structures or clauses.""
}",['loose_sentences'],"{
  ""Properties"": [""loose sentences""],
  ""Explanation"": ""The sentence is a loose sentence as it is short and lacks additional modifying structures or clauses. It does not trail off in accumulated detail with no concluding point.""
}",['loose_sentences'],1,['loose_sentences'],1,0,GPT misinterpreting the 'loose' feature,[]
4372,[15],Here’s my translation:,Sentence_architecture,[],[],[],TRUE,[],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The text uses right branching sentence architecture, where a complete grammatical sentence continues with modifying clauses or phrases. This can be observed in the example text where the translation provides additional information after the main clause.""
}",['right_branching'],"{
    ""Properties"": [""periodic sentences""],
    ""Explanation"": ""The translation uses periodic sentences, as the meaning is delivered dramatically at the end of the sentence, often with a pause inserted before the final predication.""
}",['periodic_sentences'],"{
  ""Properties"": [
    ""loose sentences""
  ],
  ""Explanation"": ""The translation features loose sentences, as it trails off with accumulated detail without a clear concluding point.""
}",['loose_sentences'],FALSE,"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The text contains a sentence that is complete grammatically but continues with modifying clauses or phrases, such as 'There were hundreds of small groups, each concentrated around someone who was haranguing the others, using the familiar, heavy public gestures of the Chinese.'""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The example text contains a sentence that is complete grammatically but continues with modifying clauses or phrases, such as 'using the familiar, heavy public gestures of the Chinese.'""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The example text contains a sentence that is complete grammatically but continues with modifying clauses or phrases, such as 'using the familiar, heavy public gestures of the Chinese.'""
}",['right_branching'],1,['right_branching'],1,0,GPT defaults to right-branching. Explanation is incorrect.,[]
