sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt3.5 isCorrect,comments,ground truth,gpt4 isCorrect
320,[ 3 16],There will be no turning back.,Tropes,[],[],[],TRUE,[],"{
  ""Properties"": [""paralepsis/praeteritio""],
  ""Explanation"": ""The phrase 'There will be no turning back' uses the rhetorical device of paralepsis/praeteritio by implying that the act of 'turning back' is not even worth mentioning, thus drawing attention to it while denying discussing it.""
}",['paralepsis/praeteritio'],"{
  ""Properties"": [""paradox""],
  ""Explanation"": ""The statement 'There will be no turning back' is a paradox as it appears to deny the possibility of turning back while also suggesting a fixed and unchangeable future, creating a self-contradicting impression.""
}",['paradox'],"{
  ""Properties"": [""antonomasia""],
  ""Explanation"": ""The phrase 'turning back' is used in place of a descriptive label ('retreat') to characterize the action while renaming it.""
}",['antonomasia'],FALSE,"{
  ""Properties"": [""paralepsis/praeteritio""],
  ""Explanation"": ""The phrase 'There will be no turning back' is a form of paralepsis/praeteritio, as it implies that the speaker is denying the possibility of turning back while simultaneously bringing attention to it.""
}",['paralepsis/praeteritio'],"{
  ""Properties"": [""paradox""],
  ""Explanation"": ""The statement 'There will be no turning back' presents a paradox as it implies a sense of finality and inevitability, while also suggesting the impossibility of turning back.""
}",['paradox'],"{
  ""Properties"": [""paradox"", ""euphemism""]
  ,
  ""Explanation"": ""The statement 'There will be no turning back' can be interpreted as a paradox, as it implies a sense of finality while using the word 'turning', which suggests the possibility of change. It can also be seen as a euphemism, as it is a polite or mild way of expressing the idea that there is no option to retreat or change course.""
}","['paradox', 'euphemism']",0,['paralepsis/praeteritio'],1,0,,[],TRUE
325,[3],A caller to the Michael Savage radio show who says he was neighbors with Las Vegas gunman Stephen Paddock asserts that Paddock could not have carried out the massacre and that it was actually a “set-up”.,Tropes,[],[],[],TRUE,[],"{
  ""Properties"": [""paralepsis/praeteritio""],
  ""Explanation"": ""The statement 'asserts that Paddock could not have carried out the massacre' while also denying it with the term 'set-up' is an example of paralepsis/praeteritio, where something is said while denying saying it.""
}",['paralepsis/praeteritio'],"{
  ""Properties"": [""irony""],
  ""Explanation"": ""The caller's statement that Paddock could not have carried out the massacre, while also claiming it was a 'set-up', is an example of irony, where one thing is said while another thing is meant.""
}",['irony'],"{
  ""Properties"": [""irony""],
  ""Explanation"": ""The caller's assertion of the Las Vegas gunman being incapable of carrying out the massacre, despite claiming to have been neighbors with him, is ironic given the circumstances of the situation.""
}",['irony'],FALSE,"{
  ""Properties"": [""irony""],
  ""Explanation"": ""The caller's assertion that Paddock could not have carried out the massacre, while claiming it was a 'set-up', creates a situation of irony where one thing is said, but another thing is meant.""
}",['irony'],"{
  ""Properties"": [""irony""],
  ""Explanation"": ""The caller's statement that Paddock could not have carried out the massacre, while claiming it was a 'set-up', creates an ironic contrast between the two statements.""
}",['irony'],"{
  ""Properties"": [""irony""],
  ""Explanation"": ""The caller's statement that Paddock could not have carried out the massacre, while also claiming it was a 'set-up', creates an ironic situation where the caller's words convey a different meaning than their literal interpretation.""
}",['irony'],1,['irony'],1,0,,[],TRUE
349,[4],"Recently, a video clip of anti-Semitic pastor Steve Anderson – making the claim that Jews have experienced such abuse because they have somehow been cursed – wound up on the personal Facebook page of South Florida Muslim leader Sofian Zakkout.",Parallelism,[],[],[],TRUE,[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The article uses grammatical structure parallelism through the repetition of the 'making the claim that...' and 'wound up on the personal Facebook page of...' phrases.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure by repeating the pattern 'making the claim that' and 'wound up on the personal Facebook page of'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'making the claim' and 'wound up' creates a grammatical structure of repetition, implying similarity or equivalence.""
}",['grammatical_structure_(parison)'],TRUE,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of parallel structure is evident in the repetition of the phrase 'making the claim that' and 'wound up on the personal Facebook page of', creating a grammatical structure (parison) in the sentence.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""comparison""],
  ""Explanation"": ""The sentence contains parallelism in argument, as it compares the claim made by the anti-Semitic pastor with the action of it winding up on the personal Facebook page of the South Florida Muslim leader.""
}",['comparison_(parallelism_in_argument)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'making the claim' and 'wound up' creates a grammatical structure with parity among longer clauses, indicating the use of parison.""
}",['grammatical_structure_(parison)'],FALSE,['grammatical_structure_(parison)'],1,0,GPT explanation is incorrect,[],TRUE
349,[4],"Recently, a video clip of anti-Semitic pastor Steve Anderson – making the claim that Jews have experienced such abuse because they have somehow been cursed – wound up on the personal Facebook page of South Florida Muslim leader Sofian Zakkout.",Sentence_architecture,['middle_branching'],['middle_branching'],['middle_branching'],TRUE,"['left_branching', 'right_branching', 'middle_branching']","{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence continues with modifying clauses after the main clause is complete.""
}",['right_branching'],"{
  ""Properties"": [
    ""right branching""
  ],
  ""Explanation"": ""The sentence continues with modifying clauses after the initial complete grammatical structure.""
}",['right_branching'],"{
  ""Properties"": [
    ""right branching""
  ],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses or phrases, such as 'making the claim that Jews have experienced such abuse because they have somehow been cursed.'""
}",['right_branching'],TRUE,"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is right-branching as it continues with modifying clauses after the main clause 'a video clip of anti-Semitic pastor Steve Anderson wound up on the personal Facebook page of South Florida Muslim leader Sofian Zakkout.'""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is right-branching as it is complete grammatically but continues with modifying clauses or phrases, such as 'making the claim that Jews have experienced such abuse because they have somehow been cursed'.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses or phrases, such as 'making the claim that Jews have experienced such abuse because they have somehow been cursed'.""
}",['right_branching'],1,['right_branching'],1,0,GPT defaults to right-branching. Explanation is incorrect.,['middle_branching'],FALSE
363,[4 9],Murdering infidels thus doesnâ€™t contradict the spirit of Ramadan; it embodies it.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparitive clause using the conjunction 'as' to make a comparison between 'murdering infidels' and the spirit of Ramadan.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of 'as' in the clause 'it embodies it' creates a comparative relationship, suggesting that murdering infidels is equivalent to embodying the spirit of Ramadan.""
}",['comparitive'],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The presence of 'it embodies it' indicates a comparative clause using the conjunction 'it.'"" 
}",['comparative'],FALSE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'it embodies it.'""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'it embodies it.'""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'it embodies it.'""
}",['comparitive'],1,['comparitive'],1,0,gpt misinterprets the property,[],TRUE
363,[4 9],Murdering infidels thus doesn’t contradict the spirit of Ramadan; it embodies it.,Parallelism,[],[],['grammatical_structure_(parison)'],FALSE,[],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The use of 'doesn’t contradict' and 'embodies' reflects a grammatical structure of parity or repetition, creating a sense of balance and emphasis.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""in stress patterns (iambic parameter)""],
  ""Explanation"": ""The use of alternating stressed and unstressed syllables in the phrase 'Murdering infidels thus doesn’t contradict the spirit of Ramadan; it embodies it' demonstrates the iambic parameter of parallelism.""
}",['in_stress_patterns_(iambic_parameter)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits grammatical structure parallelism with the repetition of 'doesn’t contradict' and 'embodies'.""
}",['grammatical_structure_(parison)'],FALSE,"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'doesn’t contradict' and 'embodies'.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits parallelism in grammatical structure with the repetition of 'it' at the end of each clause.""
}",['grammatical_structure_(parison)'],"{
  ""Properties"": [""grammatical structure (parison)""],
  ""Explanation"": ""The sentence exhibits a grammatical structure where the clauses 'doesn’t contradict the spirit of Ramadan' and 'it embodies it' have parity and repetition, demonstrating parison.""
}",['grammatical_structure_(parison)'],TRUE,['grammatical_structure_(parison)'],0,0,,['in stress patterns (iambic parameter)'],FALSE
363,[4 9],Murdering infidels thus doesn’t contradict the spirit of Ramadan; it embodies it.,Sentence_architecture,['Periodic_sentences'],['Periodic_sentences'],['Periodic_sentences'],TRUE,['Periodic_sentences'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with modifying clauses ('it embodies it'). It branches to the right with additional information added after the main clause.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with a modifying clause ('it embodies it').""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'it embodies it.'""
}",['right_branching'],TRUE,"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with the modifying clause 'it embodies it.' This makes it a right-branching sentence.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with a modifying clause ('it embodies it'). This makes it a right-branching sentence.""
}",['right_branching'],"{
  ""Properties"": [""right branching""],
  ""Explanation"": ""The sentence is complete grammatically but continues with a modifying clause ('it embodies it'). This makes it a right-branching sentence.""
}",['right_branching'],1,['right_branching'],1,0,GPT defaults to right-branching. Explanation is incorrect.,['Periodic_sentences'],TRUE
365,[6 4],"""What you want to do is destroy this guy's life, hold this seat open, and hope you win in 2020,"" Graham blasted Democrat Senators on the committee.",Figures_of_argument,[],[],['strategic_repetition'],FALSE,[],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The statement 'destroy this guy's life' and 'hope you win in 2020' presents an argument from opposites, creating a contrast between the potential outcomes.""
}",['antithesis'],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The use of repetition of the phrases 'destroy this guy's life' and 'hold this seat open' qualifies as strategic repetition within the passage.""
}",['strategic_repetition'],"{
  ""Properties"": [""strategic repetition"", ""antithesis""],
  ""Explanation"": ""The use of 'destroy this guy's life' and 'hold this seat open' creates a strategic repetition, and the contrast between 'destroy' and 'hope you win' forms an antithesis in the statement.""
}","['strategic_repetition', 'antithesis']",FALSE,"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The statement 'destroy this guy's life' is contrasted with 'hold this seat open' to create an argument from opposites, making use of antithesis.""
}",['antithesis'],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The use of the phrase 'destroy this guy's life' and 'hold this seat open' demonstrates strategic repetition, emphasizing the speaker's point and creating a strong rhetorical effect.""
}",['strategic_repetition'],"{
  ""Properties"": [""strategic repetition""],
  ""Explanation"": ""The use of the repetition of 'destroy this guy's life' and 'hold this seat open' creates a strategic repetition, emphasizing the speaker's point and adding emphasis to the argument.""
}",['strategic_repetition'],0,['strategic_repetition'],0,1,,['strategic_repetition'],FALSE
365,[6 4],"""What you want to do is destroy this guy's life, hold this seat open, and hope you win in 2020,"" Graham blasted Democrat Senators on the committee.",Figures_of_word_choice,['emphasis'],['emphasis'],['emphasis'],TRUE,['emphasis'],"{
  ""Properties"": [""rhetorical conditional""],
  ""Explanation"": ""The statement emphasizes a hypothetical situation where the Democrats want to destroy someone's life and hold a seat open, suggesting an extreme and unlikely motive.""
}",['rhetorical_conditional'],"{
  ""Properties"": [""ploce""],
  ""Explanation"": ""The use of the phrase 'destroy this guy's life' and 'hold this seat open' involves the repetition of the structure 'verb + object + modifier' in a single sentence, which constitutes ploce.""
}",['ploce'],"{
  ""Properties"": [""rhetorical conditional""],
  ""Explanation"": ""The statement includes a rhetorical conditional by implying that the Democratic Senators' intent is to destroy someone's life and hold a seat open with the hope of winning in 2020, which is presented as an absurd or unlikely scenario.""
}",['rhetorical_conditional'],FALSE,"{
  ""Properties"": [""rhetorical conditional""],
  ""Explanation"": ""The statement 'hope you win in 2020' is a rhetorical conditional, suggesting an absurd or unlikely outcome.""
}",['rhetorical_conditional'],"{
  ""Properties"": [""rhetorical conditional""],
  ""Explanation"": ""The statement 'hope you win in 2020' is a rhetorical conditional, suggesting an unlikely or absurd outcome.""
}",['rhetorical_conditional'],"{
  ""Properties"": [""ploce""],
  ""Explanation"": ""The use of the phrase 'destroy this guy's life' and 'hold this seat open' creates a repetition of the word 'this' for emphasis and rhetorical effect.""
}",['ploce'],0,['rhetorical_conditional'],0,0,GPT explanation doesn't reflect given sentence,[],FALSE
369,[4 3],"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Figures_of_argument,[],['defintion_as_figure'],['defintion_as_figure'],FALSE,['defintion_as_figure'],"{
  ""Properties"": [""antimetabole""],
  ""Explanation"": ""The text uses antimetabole by transposing the arguments in the phrase 'To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.'""
}",['antimetabole'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The text uses the argument from opposites, presenting the contrast between 'blessing' and 'flourishing' to emphasize the positive outcome of a blessing.""
}",['antithesis'],"{
  ""Properties"": [""defintion as figure""],
  ""Explanation"": ""The text provides a lucid and succinct definition of the term 'to bless', setting forth its full meaning and character.""
}",['defintion_as_figure'],FALSE,"{
  ""Properties"": [""defintion as figure""],
  ""Explanation"": ""The text provides a lucid and succinct definition of the term 'to bless' by stating that it means something shall flourish, and that only when there is a blessing upon a cause or project, will something good come out of it.""
}",['defintion_as_figure'],"{
  ""Properties"": [""defintion as figure""],
  ""Explanation"": ""The text provides a clear and succinct definition of the term 'to bless' by stating that it means something shall flourish, and that only when there is a blessing upon a cause or project, will something good come out of it.""
}",['defintion_as_figure'],"{
  ""Properties"": [""antithesis""],
  ""Explanation"": ""The statement presents an argument from opposites, contrasting the idea of blessing with the idea of something flourishing, implying that the absence of a blessing leads to a lack of flourishing.""
}",['antithesis'],0,['defintion_as_figure'],0,1,,['defintion_as_figure'],TRUE
369,[4 3],"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' to express a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'means' and 'shall flourish', indicating a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains the stative property of predication because it includes the stative verb 'means.' Stative verbs express a state or condition, and in this case, it conveys the meaning of the action of blessing.""
}",['stative'],TRUE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state rather than an action.""
}",['stative'],1,['stative'],1,0,,"['stative', 'active']",TRUE
370,[4],"If one considers and weighs this matter, one knows: one may not bless a union of two homosexual men or of lesbian women.",Verb_choices,"['modality', 'negation']","['modality', 'negation']","['modality', 'negation']",TRUE,[],"{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The statement includes negation by denying the possibility of blessing a union between homosexual individuals, and modality by expressing the possibility with the use of 'may not'.""
}","['negation', 'modality']","{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The statement includes the negation 'may not' and expresses a sense of possibility with the use of 'one may'.""
}","['negation', 'modality']","{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'may not' negates the action of blessing a union of two homosexual men or of lesbian women.""
}",['negation'],FALSE,"{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The use of 'may not' indicates negation, while the use of 'one may' indicates modality, expressing a possibility.""
}","['negation', 'modality']","{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The use of 'may not' indicates negation, while the use of 'one may' indicates modality, expressing a possibility.""
}","['negation', 'modality']","{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The text contains negation by denying the possibility of blessing a union of two homosexual men or of lesbian women. It also includes modality by using the language of possibilities with the modifier 'may' to express the idea of permission or ability.""
}","['negation', 'modality']",1,"['negation', 'modality']",1,1,,"['negation', 'modality']",FALSE
375,[4],"Despite the fact that it was instituted by God Himself, growing numbers of Catholics actually consider it immoral.",Aspect,['simple'],['simple'],['simple'],TRUE,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about growing numbers of Catholics considering something immoral.""
}",['simple'],"{
  ""Properties"": [""simple""]
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'growing' indicates an ongoing or increasing action, suggesting a progressive aspect.""
}",['progressive'],0,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'growing' indicates an ongoing or increasing action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'growing' indicates an ongoing or increasing action, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'growing' indicates an ongoing or increasing action, suggesting the progressive aspect.""
}",['progressive'],1,['progressive'],1,0,gtp mistook adjective for verb (growing),['simple'],TRUE
375,[4],"Despite the fact that it was instituted by God Himself, growing numbers of Catholics actually consider it immoral.",Lexical_and_semantic_fields,['definite/hypothesis'],['definite/hypothesis'],['definite/hypothesis'],TRUE,"['abstract', 'definite/hypothesis']","{
  ""Properties"": [""prototype"", ""abstract""],
  ""Explanation"": ""The use of 'God Himself' as a prototype represents the ultimate authority, and the discussion of morality is abstract and deals with broad categories of belief systems.""
}","['prototype', 'abstract']","{
  ""Properties"": [""abstract"", ""definite/hypothesis""],
  ""Explanation"": ""The text uses abstract concepts like 'it' and 'growing numbers of Catholics', as well as a definite/hypothesis with 'Catholics' referring to specific people.""
}","['abstract', 'definite/hypothesis']","{
  ""Properties"": [""abstract"", ""definite/hypothesis""],
  ""Explanation"": ""The use of 'it' and 'growing numbers of Catholics' indicate a broad category and specific group of people, fitting the properties of abstract and definite/hypothesis.""
}","['abstract', 'definite/hypothesis']",FALSE,"{
  ""Properties"": [""abstract"", ""definite/hypothesis""]
  ,
  ""Explanation"": ""The text contains an abstract concept (morality) and refers to a specific group (Catholics).""
}","['abstract', 'definite/hypothesis']","{
  ""Properties"": [""abstract""],
  ""Explanation"": ""The text contains an abstract concept of morality and religious belief, without specific reference to physical objects or actions.""
}",['abstract'],"{
  ""Properties"": [""abstract""],
  ""Explanation"": ""The text uses the abstract concept of 'immoral' to describe the behavior of growing numbers of Catholics, rather than specific concrete actions or objects.""
}",['abstract'],0,['abstract'],0,0,,"['abstract', 'definite/hypothesis']",TRUE
375,[4],"Despite the fact that it was instituted by God Himself, growing numbers of Catholics actually consider it immoral.",Mood,['indicative'],['indicative'],[],FALSE,['indicative'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The text uses the indicative mood to express a simple statement of fact or opinion about the growing numbers of Catholics considering something immoral.""
}",['indicative'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The sentence is expressing a simple statement of fact, indicating the growing numbers of Catholics who consider something immoral.""
}",['indicative'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The example uses the indicative mood to express a simple statement of fact.""
}",['indicative'],TRUE,"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The sentence expresses a simple statement of fact, indicating the mood of the verb as indicative.""
}",['indicative'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The sentence expresses a simple statement of fact or opinion, indicating the use of the indicative mood.""
}",['indicative'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The example uses the indicative mood to express a simple statement of fact or opinion.""
}",['indicative'],1,['indicative'],1,1,,['indicative'],TRUE
375,[4],"Despite the fact that it was instituted by God Himself, growing numbers of Catholics actually consider it immoral.",Subject_choices,"['slot_fillers', 'humans']","['slot_fillers', 'humans']","['slot_fillers', 'humans']",TRUE,"['slot_fillers', 'humans', 'abstractions']","{
  ""Properties"": [""slot fillers"", ""abstractions""]
}

  ","['slot_fillers', 'abstractions']","{
  ""Properties"": [""rhetorical participants"", ""slot fillers""],
  ""Explanation"": ""The sentence makes use of 'it' as a slot filler and includes the rhetorical participant 'God Himself'.""
}","['rhetorical_participants', 'slot_fillers']","{
  ""Properties"": [""humans"", ""abstractions"", ""slot fillers""],
  ""Explanation"": ""The sentence contains the human referent 'Catholics', the abstract concept 'immoral', and the slot filler 'it'.""
}","['humans', 'abstractions', 'slot_fillers']",FALSE,"{
  ""Properties"": [""rhetorical participants"", ""abstractions"", ""slot fillers""],
  ""Explanation"": ""The sentence contains the slot filler 'it', the abstractions 'God Himself' and 'immoral', and the rhetorical participant 'Catholics'.""
}","['rhetorical_participants', 'abstractions', 'slot_fillers']","{
  ""Properties"": [""slot fillers""],
  ""Explanation"": ""The sentence uses 'it' as a dummy subject to make a complete sentence.""
}",['slot_fillers'],"{
  ""Properties"": [""rhetorical participants"", ""slot fillers""],
  ""Explanation"": ""The sentence uses 'it' as a slot filler to make a complete sentence, and 'Catholics' as a rhetorical participant representing a group of people.""
}","['rhetorical_participants', 'slot_fillers']",0,"['rhetorical_participants', 'abstractions', 'slot_fillers']",1,0,,"['slot_fillers', 'humans']",FALSE
375,[4],"Despite the fact that it was instituted by God Himself, growing numbers of Catholics actually consider it immoral.",Verb_choices,[],[],[],TRUE,[],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The verb 'consider' is used to express the denial or contradiction of the idea that the action is moral by many Catholics.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The verb 'despite' introduces a contradiction, denying any expected positive outcome of the situation.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The sentence contains the negation of the belief that the institution was considered moral, by expressing that growing numbers of Catholics actually consider it immoral.""
}",['negation'],TRUE,"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'despite' introduces a contradiction or denial of the expected outcome, indicating the presence of negation.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'despite' introduces a contradiction, indicating negation.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'despite' introduces a contradiction or denial of the expected outcome, indicating the presence of negation.""
}",['negation'],1,['negation'],1,0,GPT wrongly assings negation,[],TRUE
387,[4],"On the one hand, it could refuse to grant Trump what he wanted and let the records be released, which it knew would point to the CIA’s guilt in the assassination.",Tense,['past'],['past'],['past'],TRUE,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The example uses the past tense 'refuse' and 'let' to express actions that have already happened.""
}",['past'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'could refuse' (present tense) and 'let' (infinitive form) for the immediate effect and to emphasize potential actions. Also, the changing tense in the middle of the sentence ('could refuse' to 'let') creates a progression for rhetorical effect.""
}","['present', 'progression']","{
  ""Properties"": [
    ""past"",
    ""progression""
  ],
  ""Explanation"": ""The use of 'could' indicates a past possibility, and the shift from 'could' to 'knew' in the same sentence demonstrates tense progression for rhetorical effect.""
}","['past', 'progression']",0,"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense 'refused' to express something that already happened, and then changes to the present tense 'let' for effect, creating a sense of progression.""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The sentence uses the past tense 'refused' and 'let' to express actions that have already happened. Additionally, it changes tense in the middle of the sentence from 'could refuse' (past) to 'would point' (future) for effect.""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense 'refused' and 'released' to indicate actions that have already happened. Additionally, it switches to the past tense 'pointed' in the middle of the sentence for effect, creating a sense of progression.""
}","['past', 'progression']",1,"['past', 'progression']",1,0,,['past'],TRUE
387,[4],"On the one hand, it could refuse to grant Trump what he wanted and let the records be released, which it knew would point to the CIA’s guilt in the assassination.",Tropes,[],['metonymy'],[],FALSE,['synecdoche'],"{
  ""Properties"": [""metonymy""],
  ""Explanation"": ""The use of 'CIA' as a substitute for the entire organization lends a specific, recoverable association to the term, as it represents the agency as a whole.""
}",['metonymy'],"{
  ""Properties"": [""irony""],
  ""Explanation"": ""The statement mentions the CIA's guilt in the assassination with an ironic tone, as it is framed as something the organization knew would happen but did not want to occur.""
}",['irony'],"{
  ""Properties"": [""metonymy""],
  ""Explanation"": ""The use of 'the records' as a substitute for 'the records related to the assassination' follows the principle of metonymy by substituting a term associated with a specific concept.""
}",['metonymy'],FALSE,"{
  ""Properties"": [""irony""],
  ""Explanation"": ""The statement suggests that the CIA would be guilty of the assassination, while the use of 'guilt' ironically implies that the CIA is responsible for the assassination.""
}",['irony'],"{
  ""Properties"": [""irony""],
  ""Explanation"": ""The statement 'which it knew would point to the CIA’s guilt in the assassination' is ironic because it implies that the CIA is guilty, while the actual intention may be to deny or downplay their involvement.""
}",['irony'],"{
  ""Properties"": [""irony""],
  ""Explanation"": ""The statement 'which it knew would point to the CIA’s guilt in the assassination' is ironic because it implies that the CIA is guilty, while the actual intention may be to suggest the opposite.""
}",['irony'],1,['irony'],0,0,,['hyperbole'],FALSE
392,[ 9 13  4],"“Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,” Carlson said Monday night, describing Google’s official response to his requests for comment, before challenging the company’s response: “But of course they were both.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('was,' 'described,' 'challenging') and a compound structure with multiple verbs about one subject ('was,' 'described,' 'challenging').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described', 'said', and 'challenging'.""
}",['active'],"{
  ""Properties"": [""active"", ""stative"", ""compound""]
} 
 ","['active', 'stative', 'compound']",FALSE,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', as well as a compound verb 'were...taken' involving multiple verbs about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""]
}

 	","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', indicating actions performed by the subject.""
}",['active'],0,"['active', 'compound']",0,1,,"['active', 'compound']",FALSE
