sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,
271,[3],"That is to say, one could not consecrate a brothel, one could not bless a concentration camp or weapons which are not explicitly ordained for hunting or for legitimate self-defense.",Verb_choices,"['modality', 'negation']","['modality', 'negation']","['modality', 'negation']",TRUE,[],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The text uses the negation property to deny the possibility of consecrating a brothel or blessing a concentration camp or unauthorized weapons.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'could not' in the sentence explicitly denies consecrating a brothel, blessing a concentration camp, or using weapons for purposes other than hunting or legitimate self-defense, demonstrating negation.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The text uses the concept of negation to deny the possibility of consecrating a brothel, blessing a concentration camp, or blessing weapons not explicitly ordained for certain purposes.""
}",['negation'],TRUE,"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The text contains the negation of consecrating a brothel and blessing a concentration camp or weapons not explicitly ordained for hunting or legitimate self-defense.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The text contains the use of negation, specifically the contradiction or denial of consecrating a brothel, blessing a concentration camp, or weapons not explicitly ordained for hunting or legitimate self-defense.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The text contains negation in the form of denying the consecration or blessing of certain entities.""
}",['negation'],1,['negation'],0,0,,"['modality','negation']",
282,[3 9],"And if Trumpism is not the future of the GOP, it is hard to see what a promising GOP agenda might look like.",Verb_choices,"['modality', 'negation']","['modality', 'negation']","['modality', 'negation']",TRUE,[],"{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The use of 'not' in 'is not' indicates negation, and the phrase 'it is hard to see what a promising GOP agenda might look like' uses modality to express possibility.""
}","['negation', 'modality']","{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The verb 'is' in 'is not' expresses negation, and the use of 'might' in 'might look like' expresses modality.""
}","['negation', 'modality']","{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The use of 'not' in 'if Trumpism is not the future' indicates negation, and the phrase 'it is hard to see' expresses modality by presenting a possibility.""
}","['negation', 'modality']",TRUE,"{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The use of 'not' in 'if Trumpism is not the future' indicates negation, and the use of 'might' in 'what a promising GOP agenda might look like' indicates modality.""
}","['negation', 'modality']","{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The use of 'not' in 'if Trumpism is not the future' indicates negation, and the use of 'might' in 'what a promising GOP agenda might look like' indicates modality.""
}","['negation', 'modality']","{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The use of 'not' in 'if Trumpism is not the future' indicates negation, and the use of 'might' in 'what a promising GOP agenda might look like' indicates modality.""
}","['negation', 'modality']",1,"['negation', 'modality']",0,1,,"['negation', 'modality']",
307,[3],"Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews.",Verb_choices,[],[],[],TRUE,[],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'either/or' creates a sense of negation by presenting opposing options.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'Either...or' presents a negation of one option in favor of the other.""
}",['negation'],"{
  ""Properties"": [""negation"", ""multiplication""],
  ""Explanation"": ""The use of 'either... or' creates a sense of negation, and the multiplication of subjects 'stand with BDS, Hamas, blood libels and those who want to destroy Israel' emphasizes the contrast between the choices.""
}","['negation', 'multiplication']",FALSE,"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'either...or' creates a sense of negation by presenting two opposing options.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'either/or' creates a sense of negation by presenting two opposing options.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'either...or' creates a sense of negation by presenting two opposing options.""
}",['negation'],1,['negation'],1,0,GPT wrongly assings negation,[],
370,[4],"If one considers and weighs this matter, one knows: one may not bless a union of two homosexual men or of lesbian women.",Verb_choices,"['modality', 'negation']","['modality', 'negation']","['modality', 'negation']",TRUE,[],"{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The statement includes negation by denying the possibility of blessing a union between homosexual individuals, and modality by expressing the possibility with the use of 'may not'.""
}","['negation', 'modality']","{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The statement includes the negation 'may not' and expresses a sense of possibility with the use of 'one may'.""
}","['negation', 'modality']","{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'may not' negates the action of blessing a union of two homosexual men or of lesbian women.""
}",['negation'],FALSE,"{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The use of 'may not' indicates negation, while the use of 'one may' indicates modality, expressing a possibility.""
}","['negation', 'modality']","{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The use of 'may not' indicates negation, while the use of 'one may' indicates modality, expressing a possibility.""
}","['negation', 'modality']","{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The text contains negation by denying the possibility of blessing a union of two homosexual men or of lesbian women. It also includes modality by using the language of possibilities with the modifier 'may' to express the idea of permission or ability.""
}","['negation', 'modality']",1,"['negation', 'modality']",1,1,,"['negation', 'modality']",
375,[4],"Despite the fact that it was instituted by God Himself, growing numbers of Catholics actually consider it immoral.",Verb_choices,[],[],[],TRUE,[],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The verb 'consider' is used to express the denial or contradiction of the idea that the action is moral by many Catholics.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The verb 'despite' introduces a contradiction, denying any expected positive outcome of the situation.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The sentence contains the negation of the belief that the institution was considered moral, by expressing that growing numbers of Catholics actually consider it immoral.""
}",['negation'],TRUE,"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'despite' introduces a contradiction or denial of the expected outcome, indicating the presence of negation.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'despite' introduces a contradiction, indicating negation.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'despite' introduces a contradiction or denial of the expected outcome, indicating the presence of negation.""
}",['negation'],1,['negation'],1,0,GPT wrongly assings negation,[],
396,[4],Democrats want to delay this vote until after the midterms because they believe they have a chance to retake the Senate as well as the House.,Verb_choices,[],[],[],TRUE,[],"{
  ""Properties"": [""modality""],
  ""Explanation"": ""The use of 'believe' indicates the language of possibilities, suggesting that the Democrats have a chance to retake the Senate and the House.""
}",['modality'],"{
  ""Properties"": [""modality""],
  ""Explanation"": ""The use of 'they believe' indicates a language of possibilities, suggesting the Democrats' perspective on their chance to retake the Senate and the House.""
}",['modality'],"{
  ""Properties"": [""modality""],
  ""Explanation"": ""The use of 'believe' indicates a language of possibility, suggesting the Democrats' belief in the potential outcome of retaking the Senate and the House after the midterms.""
}",['modality'],TRUE,"{
  ""Properties"": [""modality""],
  ""Explanation"": ""The use of 'believe' indicates a language of possibility, suggesting that the Democrats see a chance to retake the Senate and the House after the midterms.""
}",['modality'],"{
  ""Properties"": [""modality""],
  ""Explanation"": ""The use of 'believe' indicates a language of possibility, suggesting that the Democrats see a chance to retake the Senate and the House after the midterms.""
}",['modality'],"{
  ""Properties"": [""modality""],
  ""Explanation"": ""The use of 'believe' indicates a language of possibilities, suggesting that the Democrats see the potential for retaking the Senate and the House after the midterms.""
}",['modality'],1,['modality'],1,0,,[],
747,[9 5],"And finally, in a bizarre tweet, Greenwald opined, “I hope the story [maligning Assange] turns out true” – apparently because maintenance of the Guardian’s reputation is more important than Assange’s fate and the right of journalists to dig up embarrassing secrets without fear of being imprisoned.",Verb_choices,[],[],[],TRUE,[],"{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The use of 'hope' implies modality, as it expresses a desire or wish. Additionally, the phrase 'turns out true' includes negation, as it implies doubt or skepticism about the truth of the story.""
}","['negation', 'modality']","{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'hope' in the context of the negative statement 'the story turns out true' indicates negation as Greenwald is expressing a desire for the story not to be true.""
}",['negation'],"{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The use of 'hope' expresses a sense of possibility or desire, indicating modality. The phrase 'turns out true' also suggests a level of doubt or uncertainty, which could be considered a form of negation.""
}","['negation', 'modality']",FALSE,"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'hope' in the context of the tweet implies a contradiction or denial of the story turning out true, indicating the presence of negation.""
}",['negation'],"{
  ""Properties"": [""negation"", ""modality""],
  ""Explanation"": ""The use of 'hope' in the context of the tweet indicates a sense of possibility or uncertainty (modality), and the phrase 'turns out true' implies a potential contradiction or denial of the story (negation).""
}","['negation', 'modality']","{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'hope' in the context of the tweet implies a contradiction or denial of the story maligning Assange turning out to be true.""
}",['negation'],0,['negation'],0,0,,"['modality', 'negation']",
812,[5],This Guardian Fake News Story Proves That The Media Can't Be Trusted,Verb_choices,"['modality', 'negation']","['modality', 'negation']","['modality', 'negation']",TRUE,[],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'Fake News' in the title represents negation by denying the truthfulness of the story.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'fake news' and 'can't be trusted' in the headline involves negation by contradicting the trustworthiness of the media.""
}",['negation'],"{
  ""Properties"": [""negation"", ""personification""],
  ""Explanation"": ""The use of 'fake news' is a form of negation, denying the truthfulness of the story. The personification is seen in 'The Media Can't Be Trusted', attributing human-like agency (trustworthiness) to the concept of media.""
}","['negation', 'personification']",FALSE,"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'fake news' and 'can't be trusted' in the headline indicates negation, as it contradicts the reliability of the media.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'can't be trusted' in the headline is a clear example of negation, as it contradicts the idea of the media being trustworthy.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'Fake News' in the headline negates the trustworthiness of the media.""
}",['negation'],1,['negation'],0,1,,['negation'],
852,[5],"On top of that, we have questions as to whether the body was even that of Stephen Paddock, given the fact that certain elements of the Paddock in the preliminary police report, which mentioned the autopsy, are apparently at odds with the Paddock of other documentation.",Verb_choices,[],[],[],TRUE,[],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The text contains the negation of the body being that of Stephen Paddock, casting doubt on its identity.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The text includes negation in the form of questioning whether the body was that of Stephen Paddock and mentioning apparent contradictions in the police report.""
}",['negation'],"{
  ""Properties"": [""negation"", ""nominalization""],
  ""Explanation"": ""The use of 'questions' and 'at odds' indicates negation by casting doubt, and 'autopsy' and 'documentation' are nominalizations of the verbs 'autopsied' and 'documented' respectively.""
}","['negation', 'nominalization']",FALSE,"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'questions as to whether' and 'apparently at odds with' both indicate a sense of contradiction or denial, suggesting the presence of negation.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'questions as to whether' and 'apparently at odds with' indicates a sense of contradiction or denial, suggesting the presence of negation in the text.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'questions as to whether' and 'apparently at odds with' indicate a sense of contradiction or denial, suggesting the presence of negation in the text.""
}",['negation'],1,['negation'],1,0,GPT wrongly assings negation,[],
866,[6],A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.,Verb_choices,[],[],[],TRUE,[],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'under fire' indicates a form of contradiction or denial, suggesting criticism or opposition towards the school's action.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of the phrase 'come under fire' indicates a form of criticism or denial towards the actions of the school, aligning with the concept of negation.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The verb 'has come' negates the possibility that the school was praised for instructing the students.""
}",['negation'],TRUE,"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'under fire' negates the idea that the school's action was universally accepted or uncontroversial.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'under fire' implies a form of negation or contradiction, as the school is being criticized or opposed for its actions.""
}",['negation'],"{
  ""Properties"": [""negation""],
  ""Explanation"": ""The use of 'under fire' in the context of criticism implies a form of negation, as it suggests the opposite of praise or support.""
}",['negation'],1,['negation'],,,,,
