sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consitency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency
68,[0],"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.",Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the help of the sacraments' renames and explains the earlier mention of 'the Cardinal's exposition.'""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the help of the sacraments' is a noun phrase that renames or further describes the Cardinal's exposition.""
}",['appositives'],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'the help of the sacraments' repeats the noun 'mention' it modifies, making it a resumptive modifier.""
}",['resumptive_modifier'],FALSE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the help of the sacraments' is an appositive, renaming the noun 'mention'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the help of the sacraments' is an appositive, as it renames or further describes 'mention'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the help of the sacraments' is an appositive, renaming the noun 'mention'.""
}",['appositives'],1
73,[0],"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”",Phrases_built_on_nouns,[],[],['appositives'],FALSE,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a Breitbart report by Allum Bokhari' is an appositive, as it renames the noun 'Breitbart report' by providing additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a Breitbart report by Allum Bokhari' is an appositive, it renames the noun 'Breitbart report' with additional information about the source and author.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a Breitbart report by Allum Bokhari' is an appositive that renames the noun 'Breitbart report'.""
}",['appositives'],TRUE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a Breitbart report by Allum Bokhari' is an appositive, renaming the noun 'report'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a Breitbart report by Allum Bokhari' is an appositive, as it renames the noun 'report' and provides additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a Breitbart report by Allum Bokhari' is an appositive, renaming the noun 'Breitbart report'.""
}",['appositives'],1
80,[1],"Also, as this is an unprecedented moment in papal history, perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later, before this crisis gets any more out-of-control than it already is.",Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' renames and further describes the noun 'this' in the sentence.""
}",['appositives'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' summarizes or generalizes the preceding clause about the current situation, making use of a summative modifier.""
}",['summative_modifier'],"{
  ""Properties"": [
    ""appositives""
  ],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, renaming and further explaining the noun 'this' in the sentence.""
}",['appositives'],FALSE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, as it renames the noun 'moment' and provides additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, renaming the noun 'moment'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, renaming the noun 'moment'.""
}",['appositives'],1
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'A dark, impenetrable and 'irreversible' winter of persecution of the faithful by their own shepherds' summarizes or generalizes the preceding clause 'will fall.'""
}",['summative_modifier'],TRUE,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause, making it a summative modifier.""
}",['summative_modifier'],1
117,[ 1 12],"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",Phrases_built_on_nouns,['appositives'],['appositives'],['appositives'],TRUE,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a senior Labour backbencher' is an appositive that renames 'Chris Bryant'.""
}",['appositives'],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'a senior Labour backbencher' is an appositive that renames Chris Bryant. The phrase 'a senior Labour MP has said' is a summative modifier summarizing the preceding clause.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [
    ""appositives"",
    ""summative modifier""
  ],
  ""Explanation"": ""The phrase 'a senior Labour backbencher' serves as an appositive, renaming Chris Bryant. The phrase 'a senior Labour MP has said' functions as a summative modifier, summarizing the preceding clause about the urging of Chris Bryant and providing additional information.""
}","['appositives', 'summative_modifier']",FALSE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a senior Labour backbencher' is an appositive, renaming the noun 'Chris Bryant' that it modifies.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a senior Labour backbencher' is an appositive, renaming the noun 'Chris Bryant' to provide additional information about him.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a senior Labour backbencher' is an appositive, renaming the noun 'Chris Bryant'.""
}",['appositives'],1
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Islam, a religion and a belief system that mandates warfare against unbelievers' is an appositive that renames and provides additional information about 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' renames the noun 'letter' and provides additional information about it.""
}",['appositives'],TRUE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames the noun 'Islam', making it an appositive construction.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' is an appositive, renaming the noun 'letter'.""
}",['appositives'],1
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' serves as an appositive, renaming the noun 'loss', thus qualifying for the appositive property.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is built on the noun 'chorus', renaming the noun it modifies ('Catholics'). Therefore, it exhibits the property of appositives.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],TRUE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, as it renames and provides additional information about the noun 'Catholics'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' with additional information.""
}",['appositives'],1
143,[9 1 8],"Sagacious gun owners have always known that the ultimate goal of gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al., has always been gun confiscation.",Phrases_built_on_nouns,['appositives'],[],[],FALSE,[],"{
  ""Properties"": [""appositives"", ""resumptive modifier""],
  ""Explanation"": ""The phrase 'gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al.' functions as an appositive, renaming 'gun control extremists'. Additionally, the resumptive modifier 'gun confiscation' repeats and modifies the noun 'goal'.""
}","['appositives', 'resumptive_modifier']","{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al.' is an appositive as it renames and provides additional information about the noun 'gun control extremists'.""
}",['appositives'],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al.,' serves as an appositive, renaming 'gun control extremists.' Additionally, 'has always been gun confiscation' acts as a summative modifier, summarizing the preceding clause.""
}","['appositives', 'summative_modifier']",FALSE,"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al.' is an appositive, renaming the noun 'gun owners'. Additionally, the phrase 'has always been gun confiscation' serves as a summative modifier, summarizing the preceding clause.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [""appositives"", ""resumptive modifier""],
  ""Explanation"": ""The phrase 'gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al.' is an appositive, renaming the noun 'gun control extremists.' Additionally, the resumptive modifier 'gun confiscation' repeats and elaborates on the noun 'goal.'""
}","['appositives', 'resumptive_modifier']","{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al.' is an appositive as it renames the noun 'gun control extremists'.""
}",['appositives'],0
159,[1],This is a very real threat – one that is largely immune to attack from the air.,Phrases_built_on_nouns,['summative_modifier'],['summative_modifier'],['summative_modifier'],TRUE,[],"{
  ""Properties"": [""summatve modifier""],
  ""Explanation"": ""The phrase 'a very real threat' serves as a summative modifier, summarizing or generalizing the preceding clause 'This is a threat'.""
}",['summatve_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' summarizes or generalizes the preceding clause 'This is a very real threat', making it a summative modifier.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a very real threat' is an appositive, renaming the noun 'threat' with additional information.""
}",['appositives'],FALSE,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' is an appositive, as it renames and provides additional information about the noun 'threat'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' is an appositive, as it renames and provides additional information about the noun 'threat'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' renames and further describes the noun 'threat'.""
}",['appositives'],1
188,[1],They would be immediate targets should the US and South Korea attack the north.,Phrases_built_on_nouns,[],[],[],TRUE,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the US and South Korea' acts as an appositive, renaming 'they' as immediate targets.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the US and South Korea' renames or further identifies 'targets'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the US and South Korea' serves as an appositive, renaming the noun 'targets' by providing more information about it.""
}",['appositives'],TRUE,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'immediate targets' summarizes or generalizes the preceding clause 'They would be immediate targets should the US and South Korea attack the north.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'immediate targets' summarizes or generalizes the preceding clause 'They would be immediate targets should the US and South Korea attack the north.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'immediate targets' summarizes or generalizes the preceding clause 'They would be immediate targets should the US and South Korea attack the north.'""
}",['summative_modifier'],1
