,sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consitency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency
11,73,[0],"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”",Subject_choices,['things'],['things'],"['things', 'concepts', 'humans', 'abstractions']",False,[],"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject choices in the text include 'a candidate', 'search engines', 'Google', 'undecided voters', 'a team at the American Institute for Behavioral Research and Technology', and 'Breitbart News', which all fall under the property of 'humans'.""
}",['humans'],"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject choices in the text include 'Allum Bokhari', 'search engines', 'Google', 'a candidate', 'undecided voters', 'a team', and 'Breitbart News', which represent different types of humans.""
}",['humans'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The text mentions 'negative search suggestions', 'opinions of undecided voters', 'new research', and 'American Institute for Behavioral Research and Technology', which are all examples of abstractions - referents that cannot be pointed to easily.""
}",['abstractions'],False,"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject choices in the text include 'Allum Bokhari', 'search engines', 'Google', 'undecided voters', 'a team at the American Institute for Behavioral Research and Technology', and 'Breitbart News', all of which are humans or groups/collections of people.""
}",['humans'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The text contains the abstractions 'negative search suggestions', 'opinions of undecided voters', 'new research', and 'American Institute for Behavioral Research and Technology'. These are abstract concepts that do not have a physical existence.""
}",['abstractions'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The text contains the abstraction 'search engines' which refers to a concept that cannot be easily pointed to.""
}",['abstractions'],0
12,80,[1],"Also, as this is an unprecedented moment in papal history, perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later, before this crisis gets any more out-of-control than it already is.",Subject_choices,"['slot_fillers', 'concepts', 'abstractions']",['concepts'],['slot_fillers'],False,[],"{
  ""Properties"": [""concepts""],
  ""Explanation"": ""The text uses the concept of an 'unprecedented moment in papal history' to discuss a potential course of action regarding recalling Benedict XVI to the Chair of St. Peter. The concept of 'crisis' is also mentioned in a general sense.""
}",['concepts'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The text contains the abstractions 'unprecedented moment', 'unprecedented step', and 'crisis', referring to abstract concepts rather than specific individuals or things.""
}",['abstractions'],"{
  ""Properties"": [""rhetorical participants""],
  ""Explanation"": ""The use of 'perhaps' and the reference to 'this crisis' suggest a rhetorical participant, indicating the writer or reader's involvement and perspective.""
}",['rhetorical_participants'],False,"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The text contains the abstractions 'unprecedented moment', 'papal history', 'unprecedented step', and 'crisis'. These are abstract concepts that do not have a physical existence and are not single individuals or groups of people.""
}",['abstractions'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The text contains the abstractions 'unprecedented moment', 'papal history', 'crisis', and 'out-of-control'. These abstract concepts are the focus of the sentence.""
}",['abstractions'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The text contains the abstractions 'unprecedented moment', 'unprecedented step', and 'crisis'. These are abstract concepts that do not have a physical existence and are not easily pointed to.""
}",['abstractions'],1
13,83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Subject_choices,['things'],['abstractions'],"['humans', 'abstractions']",False,[],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The subject 'persecution' is an abstraction, as it refers to a concept rather than a specific tangible entity.""
}",['abstractions'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The subject 'a dark, impenetrable and irreversible winter of persecution' is an abstract concept, representing an intangible and overarching idea of persecution by shepherds.""
}",['abstractions'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The sentence contains the abstraction 'persecution' which refers to the act of oppressing someone based on their religious beliefs.""
}",['abstractions'],True,"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The subject 'persecution of the faithful by their own shepherds' is an abstraction, as it refers to a concept rather than a specific individual or thing.""
}",['abstractions'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The subject 'winter of persecution' refers to an abstract concept rather than a specific individual or thing.""
}",['abstractions'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The subject 'winter of persecution' is an abstraction, as it refers to a concept that cannot be easily pointed to.""
}",['abstractions'],1
14,117,[ 1 12],"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",Subject_choices,"['rhetorical_participants', 'humans']","['rhetorical_participants', 'humans']",['humans'],False,[],"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'Chris Bryant, a senior Labour backbencher' falls under the 'humans' category as it refers to a single individual.""
}",['humans'],"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'Chris Bryant' is a human individual mentioned by name.""
}",['humans'],"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The text contains the human subject 'Chris Bryant' and 'Theresa May'. These are individuals mentioned and are therefore categorized under the property of 'humans'.""
}",['humans'],True,"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'Chris Bryant' is a human individual, and 'May' and 'Donald Trump' are also humans mentioned in the text.""
}",['humans'],"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'Chris Bryant' is a human individual, and 'May' and 'Donald Trump' are also humans mentioned in the text.""
}",['humans'],"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'Chris Bryant' is a human individual, and 'a senior Labour backbencher' is a group of people.""
}",['humans'],1
15,118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Subject_choices,"['things', 'rhetorical_participants']","['things', 'rhetorical_participants', 'abstractions']","['things', 'rhetorical_participants', 'concepts', 'abstractions']",False,[],"{
  ""Properties"": [""humans"", ""rhetorical participants""],
  ""Explanation"": ""The text includes the subject 'I' and refers to a letter from the UK Home Office, which represent humans. Additionally, the use of 'me' and 'I' indicates the presence of rhetorical participants.""
}","['humans', 'rhetorical_participants']","{
  ""Properties"": [""rhetorical participants""],
  ""Explanation"": ""The use of 'me' in the phrase 'the letter to me' indicates a rhetorical participant as the subject choice.""
}",['rhetorical_participants'],"{
  ""Properties"": [""rhetorical participants"", ""abstractions""]
}","['rhetorical_participants', 'abstractions']",False,"{
  ""Properties"": [""rhetorical participants""],
  ""Explanation"": ""The use of 'me' and 'I' indicates that the writer is referring to themselves, making it a rhetorical participant.""
}",['rhetorical_participants'],"{
  ""Properties"": [""rhetorical participants""],
  ""Explanation"": ""The use of 'me' as the subject indicates a rhetorical participant, as the writer is referring to themselves in the statement.""
}",['rhetorical_participants'],"{
  ""Properties"": [""rhetorical participants""],
  ""Explanation"": ""The use of 'me' and 'I' indicates the presence of rhetorical participants, as the subject is the writer themselves.""
}",['rhetorical_participants'],1
16,127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Subject_choices,"['rhetorical_participants', 'concepts', 'humans']","['rhetorical_participants', 'abstractions']",[],False,[],"{
  ""Properties"": [""humans"", ""abstractions""],
  ""Explanation"": ""The subject 'Catholics' refers to a group of people, and 'faith in the Church as an institution' is an abstract concept.""
}","['humans', 'abstractions']","{
  ""Properties"": [""humans"", ""abstractions""]
} 
   
  ","['humans', 'abstractions']","{
  ""Properties"": [""humans"", ""abstractions""],
  ""Explanation"": ""The sentence contains the property 'humans' as it refers to 'Catholics' and 'Paul VI', and the property 'abstractions' as it refers to 'faith in the Church as an institution'.""
}","['humans', 'abstractions']",True,"{
  ""Properties"": [""humans"", ""abstractions""]
}","['humans', 'abstractions']","{
  ""Properties"": [""humans"", ""abstractions""]
  ,
  ""Explanation"": ""The subject choices in the text include 'Catholics' (humans) and 'loss of faith' (abstraction).""
}","['humans', 'abstractions']","{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'Catholics' refers to a group of people, indicating the property of humans.""
}",['humans'],0
17,143,[9 1 8],"Sagacious gun owners have always known that the ultimate goal of gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al., has always been gun confiscation.",Subject_choices,"['humans', 'abstractions']","['humans', 'abstractions']",['humans'],False,[],"{
  ""Properties"": [""humans""]
}

  ",['humans'],"{
  ""Properties"": [""humans"", ""abstractions""]
}

 		","['humans', 'abstractions']","{
  ""Properties"": [""humans"", ""abstractions""]
}
  
  ","['humans', 'abstractions']",False,"{
  ""Properties"": [""humans"", ""rhetorical participants""],
  ""Explanation"": ""The text refers to specific individuals such as Chuck Schumer, Nancy Pelosi, and Dianne Feinstein, as well as a group of people (gun owners). Additionally, the use of 'such as' indicates a rhetorical participant, as it implies the writer is addressing the reader directly.""
}","['humans', 'rhetorical_participants']","{
  ""Properties"": [""humans"", ""abstractions""],
  ""Explanation"": ""The subject choices in the text include 'gun owners', 'Chuck Schumer', 'Nancy Pelosi', 'Dianne Feinstein', and 'gun control extremists', which are all humans. Additionally, the text refers to 'the ultimate goal of gun control extremists' and 'gun confiscation', which are abstractions.""
}","['humans', 'abstractions']","{
  ""Properties"": [""humans"", ""abstractions""]
  ,
  ""Explanation"": ""The text contains the property 'humans' with proper names such as 'Chuck Schumer', 'Nancy Pelosi', and 'Dianne Feinstein'. It also includes the property 'abstractions' with the term 'gun control extremists' which refers to a group of people with a specific ideology.""
}","['humans', 'abstractions']",0
18,159,[1],This is a very real threat – one that is largely immune to attack from the air.,Subject_choices,['slot_fillers'],['abstractions'],['abstractions'],False,[],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The subject 'threat' is an abstraction because it refers to a concept that is not tangible or physically existent.""
}",['abstractions'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The text uses the abstractions 'threat' and 'attack' to refer to non-physical concepts.""
}",['abstractions'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The sentence contains the abstractions 'threat' and 'attack' which refer to concepts rather than concrete entities.""
}",['abstractions'],True,"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The subject 'threat' is an abstraction, representing a concept that cannot be easily pointed to.""
}",['abstractions'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The subject 'threat' is an abstraction, representing a concept that cannot be easily pointed to.""
}",['abstractions'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The subject 'threat' is an abstraction, as it refers to a concept that cannot be easily pointed to.""
}",['abstractions'],1
19,188,[1],They would be immediate targets should the US and South Korea attack the north.,Subject_choices,"['rhetorical_participants', 'humans']",['abstractions'],['humans'],False,[],"{
  ""Properties"": [""humans""]
  ,
  ""Explanation"": ""The subject 'they' refers to specific individuals or groups of people who would be immediate targets in the event of an attack."" 
}",['humans'],"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'they' refers to a group or collection of people, indicating the presence of the property 'humans'.""
}",['humans'],"{
  ""Properties"": [""humans""]
  , ""Explanation"": ""The sentence refers to 'the US and South Korea,' which are groups of people and thus fall under the category of 'humans'.""
}",['humans'],True,"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'they' refers to a group of people who would be immediate targets in the event of an attack."" 
}",['humans'],"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'they' refers to a group of people who would be immediate targets in the event of an attack."" 
}",['humans'],"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'they' refers to a group of people who would be immediate targets in the event of an attack.""
}",['humans'],1
20,194,[9 1],"Think of this, the meekest man alive was sent to the face of the Pharaoh to tell him to obey or else.",Subject_choices,['humans'],['humans'],['humans'],True,[],"{
  ""Properties"": [""rhetorical participants""],
  ""Explanation"": ""The use of 'the meekest man alive' as the subject emphasizes the rhetorical stance of the writer, making a deliberate point about the characteristics of the individual being discussed.""
}",['rhetorical_participants'],"{
  ""Properties"": [
    ""humans"",
    ""rhetorical participants""
  ],
  ""Explanation"": ""The subject choices 'the meekest man alive' and 'Pharaoh' fall under 'humans', and the use of 'think of this' addresses the reader as a rhetorical participant.""
}","['humans', 'rhetorical_participants']","{
  ""Properties"": [""rhetorical participants""],
  ""Explanation"": ""The use of 'the meekest man alive' as the subject emphasizes the rhetorical contrast for the reader to consider, making them the rhetorical participant.""
}",['rhetorical_participants'],False,"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'the meekest man alive' refers to a single individual, fitting the property of 'humans'.""
}",['humans'],"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'the meekest man alive' refers to a single individual, fitting the 'humans' property.""
}",['humans'],"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'the meekest man alive' refers to a single individual, fitting the property of 'humans'.""
}",['humans'],1
