sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1,gpt_props1,res2,gpt_props2,res3,gpt_props3,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority
68,[0],"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text uses varying levels of stress on certain syllables and follows a rhythmic pattern, indicating the use of stress and rhythm in its prosody.""
}","['stress', 'rhythm']","{
  ""Properties"": [""intonation"", ""rhythm""],
  ""Explanation"": ""The text may utilize intonation and rhythm as part of the natural flow of speech and language. Intonation can help convey the speaker's attitude or emotion, while rhythm can add a sense of musicality to the text.""
}","['innotation', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains stress on certain words, such as 'read', 'Italian', 'English', 'mention', and 'sacraments'. It also follows a certain rhythmic pattern with its word arrangement and sentence structure.""
}","['stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
73,[0],"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text utilizes stress through the use of quotation marks to emphasize specific phrases and ideas. The rhythm is also present in the structured flow and cadence of the sentence.""
}","['stress', 'rhythm']","```{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The text exhibits a rhythmic pattern in the sentence structure, with a consistent flow of clauses separated by commas and a balance of longer and shorter phrases.""
}```",['rhythm'],"{
  ""Properties"": [""rhythm"", ""intonation""],
  ""Explanation"": ""The text has a rhythmic pattern in the way the clauses and phrases are structured, and it likely requires a specific intonation pattern when read aloud due to the use of quotations and the embedded reporting structure.""
}","['rhythm', 'innotation']",[],"['stress', 'rhythm']",-1,[]
80,[1],"Also, as this is an unprecedented moment in papal history, perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later, before this crisis gets any more out-of-control than it already is.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The example text utilizes rhythm by incorporating a combination of short and long sentences, as well as varied punctuation, to create a sense of flow and pace within the writing.""
}",['rhythm'],"{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The use of commas and varying sentence lengths creates a noticeable rhythm in the text.""
}",['rhythm'],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text uses stress by placing emphasis on certain words or phrases (e.g. 'unprecedented moment', 'unprecedented step', 'recalling Benedict XVI') and rhythm by using a varying cadence and pattern in the sentence structure.""
}","['stress', 'rhythm']",[],['rhythm'],-1,[]
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The use of commas and quotation marks creates a rhythmic pattern in the text, and the words 'dark' and 'irreversible' are stressed to convey emphasis.""
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains stress in the emphasis on 'irreversible' and also has a rhythmic quality in the repetition of adjectives 'dark, impenetrable'.""
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text uses stress to emphasize the words 'dark', 'impenetrable', 'irreversible', and 'persecution'. This creates a rhythmic pattern in the sentence, adding emphasis and flow to the phrasing.""
}","['stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
117,[ 1 12],"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""intonation""],
  ""Explanation"": ""The use of quotation marks around 'a senior Labour backbencher' and 'not conducive to the public good' indicate a change in intonation and emphasize those specific phrases.""
}",['innotation'],"{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The text contains a rhythmic pattern with the use of commas and conjunctions, creating a flowing and structured sentence.""
}",['rhythm'],"{
  ""Properties"": [""rhythm"", ""intonation""],
  ""Explanation"": ""The text contains rhythm in the form of a flow to the sentence structure, as well as intonation in the form of emphasis on certain words or phrases for added effect.""
}","['rhythm', 'innotation']",[],['innotation'],-1,[]
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""intonation"", ""rhythm""],
  ""Explanation"": ""The text includes intonation through the use of colons and ellipses to indicate varying vocal tones, and rhythm through the use of commas and semicolons to create pauses and flow within the text.""
}","['innotation', 'rhythm']","{
  ""Properties"": [
    ""intonation"",
    ""rhythm""
  ],
  ""Explanation"": ""The use of punctuation (commas and colons) in the text indicates that there are specific intonation patterns and a rhythmic flow to the sentence structure.""
}","['innotation', 'rhythm']","{
  ""Properties"": [""intonation"", ""rhythm""],
  ""Explanation"": ""The text uses intonation to convey the emphasis or tone of certain words or phrases, and also displays a clear rhythm in the structure of the sentences.""
}","['innotation', 'rhythm']",[],"['innotation', 'rhythm']",-1,[]
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The sentence has a rhythmic flow due to the use of multiple clauses and commas, creating a musical cadence.""
}",['rhythm'],"{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The text exhibits rhythm through the repeated use of unstressed-stressed patterns in phrases such as 'I have seen a veritable chorus' and 'loss of faith in the Church as an institution'.""
}",['rhythm'],"{
    ""Properties"": [""rhythm"", ""stress""],
    ""Explanation"": ""The text exhibits properties of stress and rhythm through the use of emphasized words such as 'veritable chorus' and the overall flow of the sentence.""
}","['rhythm', 'stress']",[],['rhythm'],-1,[]
143,[9 1 8],"Sagacious gun owners have always known that the ultimate goal of gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al., has always been gun confiscation.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains different stressed syllables and follows a distinct rhythm to create emphasis and flow.""
}","['stress', 'rhythm']","{
  ""Properties"": [""rhythm"", ""stress""],
  ""Explanation"": ""The text has a natural flow and rhythm with emphasis on certain words such as 'sagacious,' 'ultimate,' and 'extremists.' This indicates the use of stress and rhythm in the prosody of the text.""
}","['rhythm', 'stress']","{
  ""Properties"": [""rhythm"", ""stress""],
  ""Explanation"": ""The text contains rhythm in the form of a smooth and balanced flow of syllables, as well as stress in the emphasized words 'Sagacious' and 'extremists'.""
}","['rhythm', 'stress']",[],"['rhythm', 'stress']",-1,[]
159,[1],This is a very real threat – one that is largely immune to attack from the air.,Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""innotation"", ""rhythm""],
  ""Explanation"": ""The use of the dash creates a pause in the sentence, and the stress falls on the word 'largely' creating a specific rhythm in the sentence."" 
}","['innotation', 'rhythm']","{
    ""Properties"": [""rhythm""],
    ""Explanation"": ""The use of enjambment and the comma dash create a distinct rhythmic quality in the sentence.""
}",['rhythm'],"{
  ""Properties"": [""rhythm"", ""stress""],
  ""Explanation"": ""The text has a clear rhythm and stress, as seen in the emphasis on 'very' and 'largely', and the natural flow of the sentence."" 
}","['rhythm', 'stress']",[],"['innotation', 'rhythm']",-1,[]
188,[1],They would be immediate targets should the US and South Korea attack the north.,Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [
    ""stress"",
    ""rhythm""
  ],
  ""Explanation"": ""The example text utilizes stress by emphasizing the words 'immediate' and 'targets', as well as using rhythm to create a flowing pattern in the sentence.""
}","['stress', 'rhythm']","``` 

{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains stress on certain syllables (imMEdiate, TARgets) and exhibits a rhythm in the arrangement of the stressed and unstressed syllables.""
}
```","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text exhibits stress through the emphasis on 'immediate' and 'attack', and rhythm through the patterns of stressed and unstressed syllables in the sentence.""
}","['stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
194,[9 1],"Think of this, the meekest man alive was sent to the face of the Pharaoh to tell him to obey or else.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The example text contains a rhythmic pattern with the repetition of the 'o' sound in 'of this', 'the meekest', 'to the', and 'or else'. This creates a rhythmic flow in the text.""
}",['rhythm'],"{
  ""Properties"": [""stress""],
  ""Explanation"": ""The use of stress is evident in the emphasis placed on 'meek' and 'Pharaoh' in the sentence, conveying the importance of these words in the context of the message being communicated."" 
}",['stress'],"{
  ""Properties"": [""rhythm"", ""stress""],
  ""Explanation"": ""The text contains a rhythmic pattern with stressed and unstressed syllables, creating a noticeable rhythm.""
}","['rhythm', 'stress']",[],['rhythm'],-1,[]
199,[1],"“When Kavanaugh is on the Supreme Court, undermining our #4thAmendment right against unreasonable searches and seizures, it will be too late for others to join me.”",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text includes stress on specific words (e.g. Kavanaugh, Supreme Court) and has a rhythmic pattern due to the phrasing of the sentences.""
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The quoted text contains stress as evidenced by the emphasized words 'Supreme Court' and '4thAmendment'. The text also exhibits rhythm through its structured and deliberate phrasing.""
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains stress on certain words (Kavanaugh, Supreme Court, 4th Amendment) and follows a certain rhythm or cadence in its phrasing.""
}","['stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
202,[1],"A gird failure would almost immediately fling the United States into a state of panic, and it’s always good to be prepared just in case.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains stressed syllables and a rhythmic pattern, especially in the phrase 'United States into a state of panic', which creates emphasis and flow in the sentence.""
}","['stress', 'rhythm']","{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The text contains a rhythmic pattern with alternating stressed and unstressed syllables, such as 'A gird failure', 'almost immediately', 'United States', 'into a state', 'it's always good', 'to be prepared', and 'just in case'.""
}",['rhythm'],"{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The text exhibits a consistent pattern of stressed and unstressed syllables, creating a rhythmic flow.""
}",['rhythm'],[],['rhythm'],-1,[]
204,[1],"It has become a superdogma in the Catholic Church: if you don’t believe that Islam is a Religion of Peace, you will be ruthlessly harassed and silenced by the U.S. Conference of Catholic Bishops and the hierarchy elsewhere as well.",Prosody_and_punctuation,[],[],[],"{
    ""Properties"": [""stress"", ""rhythm""],
    ""Explanation"": ""The text contains variations in stress and rhythm, such as the emphasized words 'superdogma', 'Religion of Peace', 'ruthlessly', and 'harassed'. The sentence structure also contributes to the rhythm of the text."" 
}","['stress', 'rhythm']","``` 
{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The example text contains a noticeable rhythm created by the pattern of stressed and unstressed syllables, such as 'It has become a superdogma in the Catholic Church' and 'if you don’t believe that Islam is a Religion of Peace'.""
}
```",['rhythm'],"{
  ""Properties"": [""intonation"", ""rhythm""],
  ""Explanation"": ""The use of colons and commas in the sentence infuses it with specific intonation and rhythm, indicating a pause or change in tone."" 
}","['innotation', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
214,[1],"""One woman (was) screaming through my door that I should be killed and I should die,"" he told reporters at Friday's news conference.",Prosody_and_punctuation,[],[],[],"{
    ""Properties"": [""stress"", ""rhythm""],
    ""Explanation"": ""The sentence contains variations in stress and rhythm, such as the stress on 'screaming' and the rhythm created by the repetition of 'I should be killed' and 'I should die'.""
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains variations in stress and rhythm, such as the stressed words 'screaming' and 'killed' which contribute to the prosody of the sentence.""
}","['stress', 'rhythm']","{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The text contains rhythm in the form of a repeated stress pattern, such as the repeated stress on the words 'screaming' and 'should'."" 
}",['rhythm'],[],"['stress', 'rhythm']",-1,[]
219,[1],"While Iran told the U.N. nuclear watchdog agency on Tuesday that it plans only to increase enrichment within limits set by 2015 deal, the announcement came with threats from a top Iranian official that the activities could be quickly expanded.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The example text demonstrates a regular pattern of stressed and unstressed syllables, indicating the use of rhythm in prosody.""
}",['rhythm'],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains varying levels of stress on certain words and follows a specific rhythm, especially in the first part of the sentence with phrases like 'told the U.N. nuclear watchdog agency' and 'plans only to increase enrichment within limits set by 2015 deal'.""
}","['stress', 'rhythm']","{
    ""Properties"": [""stress"", ""rhythm""],
    ""Explanation"": ""The use of stress and rhythm can be observed in the varying emphasis and pacing of the sentence, particularly in the use of stressed syllables and the overall flow of the text.""
}","['stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
241,[9 2],"After Farrakhan's speech Sunday, CNN anchor Jake Tapper, among a few others, began tweeting out a few quotes from it, and declared that Farrakhan was more dangerous than other ""alt-reich"" leaders because he “has a much larger following and elected officials meet with him openly.”",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text uses stress to emphasize the comparison between Farrakhan and other 'alt-reich' leaders, and it also has a certain rhythm due to the flow of the sentence structure and punctuation."" 
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains stress patterns and rhythm in the way the words are emphasized and the overall flow of the sentence.""
}","['stress', 'rhythm']","{
  ""Properties"": [""intonation""],
  ""Explanation"": ""The use of quotation marks and italics in the text may indicate different intonations or emphasis on certain words or phrases, suggesting the presence of intonation prosody property.""
}",['innotation'],[],"['stress', 'rhythm']",-1,[]
243,[2 6],Women everywhere should be furious.,Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The sentence contains stress on the word 'women' and follows a specific rhythm with the arrangement of stressed and unstressed syllables.""
}","['stress', 'rhythm']","{
  ""Properties"": [""stress""],
  ""Explanation"": ""The word 'furious' is stressed to convey the strong emotion being expressed.""
}",['stress'],"{
  ""Properties"": [""intonation"", ""stress"", ""rhythm""],
  ""Explanation"": ""The use of the word 'everywhere' and the period at the end of the sentence indicate a specific intonation, stress, and rhythm to the statement, emphasizing the universal nature and importance of the sentiment."" 
}","['innotation', 'stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
244,[2],"Why not, one could say, since the Church is ready to bless nearly everything on the earth?",Prosody_and_punctuation,[],[],[],"{
    ""Properties"": [""intonation"", ""rhythm""],
    ""Explanation"": ""The use of a question mark at the beginning and the use of a comma after 'Why not' indicate a change in intonation and rhythm in the sentence, emphasizing the questioning tone.""
}","['innotation', 'rhythm']","{
  ""Properties"": [""intonation"", ""rhythm""],
  ""Explanation"": ""The use of the question mark at the end of the sentence indicates a rise in intonation, and the phrasing of the sentence creates a particular rhythm when spoken aloud.""
}","['innotation', 'rhythm']","{
  ""Properties"": [""intonation"", ""punctuation""],
  ""Explanation"": ""The use of the question mark at the end of the sentence indicates a rising intonation, and the use of commas in the middle of the sentence affects the rhythm and stress of the spoken sentence.""
}","['innotation', 'innotation']",[],"['innotation', 'rhythm']",-1,[]
245,[2],"I am sure there are many many others, too, who think alike, but whom I do not know.",Prosody_and_punctuation,[],[],[],"{
	""Properties"": [""intonation"", ""rhythm""],
	""Explanation"": ""The use of commas and the repetition of 'many' suggest changes in pitch (intonation) and create a rhythmic pattern in the text.""
}","['innotation', 'rhythm']","{
    ""Properties"": [""innotation"", ""rhythm""],
    ""Explanation"": ""The text uses innotation to convey emphasis through the repetition of 'many many' and a specific rhythm created by the placement of commas and the use of 'too' and 'but'.""
}","['innotation', 'rhythm']","{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The repetition of 'many many' creates a rhythmic pattern in the sentence.""
}",['rhythm'],[],"['innotation', 'rhythm']",-1,[]
247,[13  2],"“But it is extremely dangerous as the head of the Catholic Church — you know, the last appeal — that this is the kind of behavior that is going to be mimicked around the world by bishops, [who will say] ‘Well if the Pope is not going to intervene and impose zero tolerance, why should I?’”",Prosody_and_punctuation,[],[],[],"```{
  ""Properties"": [""rhythm""],
  ""Explanation"": ""The text contains a rhythmic pattern which is created by the repetition of certain phrases such as 'the head of the Catholic Church' and 'Well if the Pope is not going to intervene'.""
}```",['rhythm'],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains variations in the stress and rhythm of the speech, especially with the use of dashes and ellipses to indicate pauses and emphasis.""
}","['stress', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains instances of emphasis and cadence, indicated by the use of dashes and parentheses, as well as the rhythm of the sentence structure.""
}","['stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
249,[2],"Although the claims are intriguing, it is important to remember that after virtually every terror attack and mass shooting, friends and neighbors express shock that the culprit would be capable of carrying out such horrors, with some outright denying it to be possible.",Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""rhythm"", ""stress""],
  ""Explanation"": ""The text exhibits a natural flow and cadence when read, suggesting the use of rhythm. Additionally, certain words are emphasized when spoken, indicating the use of stress.""
}","['rhythm', 'stress']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text uses stress by emphasizing certain words and the rhythm is created by the pattern of stressed and unstressed syllables in the sentences.""
}","['stress', 'rhythm']","{
  ""Properties"": [
    ""rhythm""
  ],
  ""Explanation"": ""The text contains a natural flow and pattern of stressed and unstressed syllables, creating a sense of rhythm.""
}",['rhythm'],[],"['rhythm', 'stress']",-1,[]
253,[3 8],Either that or they can go whine to the New York Times some more because the Jewish community won't let them burn crosses on their lawn.,Prosody_and_punctuation,[],[],[],"{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text contains stress in words like 'either', 'go', 'whine', 'more', 'community', and 'won't', and it also exhibits a rhythm in the overall flow and cadence of the sentence."" 
}","['stress', 'rhythm']","{
  ""Properties"": [""intonation"", ""rhythm""],
  ""Explanation"": ""The use of the word 'whine' and the sarcastic tone in the text indicates a specific intonation. Additionally, the text has a noticeable rhythm due to the use of contrasting clauses and the repetition of certain sounds ('that or they', 'go', 'them')."" 
}","['innotation', 'rhythm']","{
  ""Properties"": [""stress"", ""rhythm""],
  ""Explanation"": ""The text uses stress in the words 'whine' and 'Jewish' to emphasize certain elements, and it also has a rhythmic pattern with the repeated 'or' and 'can' phrases.""
}","['stress', 'rhythm']",[],"['stress', 'rhythm']",-1,[]
