sentence_id,all_properties,feature_id,majority_prop
446,"[{'inifinitive phrases'}, {'inifinitive phrases'}, {'inifinitive phrases'}]",Phrases_built_on_verbs,['inifinitive phrases']
446,"[{'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",Modifying_phrases,"['prepositional phrases', 'single word modifiers']"
446,"[{'right branching', 'Periodic sentences'}, {'right branching', 'Periodic sentences'}]",Sentence_architecture,"['right branching', 'Periodic sentences']"
446,"[{'by sentence role', 'by position'}, {'by sentence role', 'by position'}, {'by position'}]",Emphasis,"['by position', 'by sentence role']"
446,[],Figures_of_word_choice,[]
311,"[{'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}]",Language_of_origin,"['Old English Core', 'Latin/Greek']"
311,"[{'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}]",Lexical_and_semantic_fields,"['abstract', 'definite/hypothesis']"
311,"[{'clarity', 'middle', 'forcefulness', 'correctness'}, {'middle', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}, {'high', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}]",Language_varieties,"['correctness', 'middle', 'forcefulness', 'clarity']"
311,"[{'synecdoche', 'antonomasia'}, {'metonymy'}, {'metonymy'}, {'metonymy'}, {'metonymy'}, {'metonymy'}, {'metonymy'}, {'metonymy'}]",Tropes,['metonymy']
311,"[{'active'}, {'active'}, set()]",Predication,['active']
311,"[{'humans', 'abstractions'}, {'humans', 'concepts', 'things'}, {'concepts', 'things'}, {'humans', 'concepts', 'things'}, {'humans', 'concepts', 'things'}]",Subject_choices,"['humans', 'concepts', 'things']"
311,"[{'present'}, {'present'}, {'present'}, {'present'}, {'present'}]",Tense,['present']
311,"[{'simple'}, {'simple'}, {'simple'}]",Aspect,['simple']
311,"[{'indicative'}, {'indicative'}, {'indicative'}]",Mood,['indicative']
311,"[{'appositives'}, {'appositives'}, {'appositives'}]",Phrases_built_on_nouns,['appositives']
311,"[{'Periodic sentences'}, {'Periodic sentences'}]",Sentence_architecture,['Periodic sentences']
311,"[{'by sentence role', 'by position'}, {'by sentence role', 'by position'}, {'by sentence role', 'by position'}]",Emphasis,"['by position', 'by sentence role']"
311,"[{'agnominatio'}, {'agnominatio', 'emphasis'}, {'agnominatio', 'emphasis'}]",Figures_of_word_choice,"['agnominatio', 'emphasis']"
311,"[{'indicative', 'imperative'}, {'multiplication'}]",Verb_choices,"['indicative', 'imperative']"
311,"[{'antithesis'}, {'antithesis'}, {'antithesis'}]",Figures_of_argument,['antithesis']
3326,"[{'Old English Core', 'Latin/Greek'}, {'Norman French', 'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}]",Language_of_origin,"['Old English Core', 'Latin/Greek']"
3326,"[{'prefixes/suffixes'}, {''}, {''}, {'conversions'}, {'conversions'}]",New_words_and_changing_uses,['']
3326,"[{'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'abstract', 'definite/hypothesis'}, {'abstract', 'definite/hypothesis'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}]",Lexical_and_semantic_fields,"['definite/hypothesis', 'concrete']"
3326,"[{'clarity', 'middle', 'forcefulness', 'correctness'}, {'clarity', 'middle', 'forcefulness', 'correctness'}, {'middle', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}]",Language_varieties,"['correctness', 'middle', 'forcefulness', 'clarity']"
3326,"[{'irony'}, {'hyperbole'}, {'irony', 'hyperbole'}, {'irony'}, {'irony'}, {'irony', 'metonymy'}]",Tropes,['irony']
3326,"[{'emphasis'}, {'emphasis'}, {'emphasis'}]",Figures_of_word_choice,['emphasis']
3326,"[{'active'}, {'active'}, {'active'}]",Predication,['active']
3326,"[{'humans'}, {'humans'}, {'humans'}, {'humans'}, {'humans'}]",Subject_choices,['humans']
3326,"[{'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}]",Tense,['present']
3326,"[{'progressive'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}]",Aspect,['simple']
3326,"[{'subjunctive', 'indicative'}, {'indicative'}, {'subjunctive', 'indicative'}]",Mood,"['indicative', 'subjunctive']"
3326,[{'indicative'}],Verb_choices,['indicative']
3326,"[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, set(), {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",Modifying_phrases,"['prepositional phrases', 'single word modifiers', 'multiplying and embedding modifiers']"
3326,[{'left branching'}],Sentence_architecture,['left branching']
3326,"[{'by sentence role'}, {'by sentence role', 'by position'}, {'by sentence role', 'by position'}]",Emphasis,"['by position', 'by sentence role']"
3374,"[{'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}, {'Norman French', 'Old English Core', 'Latin/Greek'}]",Language_of_origin,"['Old English Core', 'Latin/Greek']"
3374,"[{'proper nouns to common nouns'}, {'proper nouns to common nouns'}, {'proper nouns to common nouns'}, {''}, {''}, {'proper nouns to common nouns'}, {'proper nouns to common nouns'}, {'proper nouns to common nouns'}]",New_words_and_changing_uses,['proper nouns to common nouns']
3374,"[{'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}]",Lexical_and_semantic_fields,"['prototype', 'definite/hypothesis', 'concrete']"
3374,"[{'high', 'middle', 'forcefulness', 'correctness'}, {'middle', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}, {'middle', 'appropriateness', 'forcefulness', 'correctness'}]",Language_varieties,"['correctness', 'high', 'middle', 'forcefulness']"
3374,"[{'metaphor', 'synecdoche'}, {'metaphor', 'synecdoche'}, {'synecdoche', 'antonomasia'}, {'synecdoche', 'antonomasia', 'metonymy'}, {'antonomasia', 'metonymy'}]",Tropes,"['metaphor', 'synecdoche']"
3374,"[{'emphasis'}, {'synonyms', 'emphasis', 'ploce'}, {'agnominatio', 'emphasis'}]",Figures_of_word_choice,['emphasis']
3374,"[{'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}]",Predication,"['active', 'compound']"
3374,"[{'humans'}, {'humans'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions', 'things'}, {'humans', 'abstractions'}, {'humans'}]",Subject_choices,"['humans', 'abstractions']"
3374,"[{'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}, {'present', 'past'}]",Tense,"['present', 'past']"
3374,"[{'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}]",Aspect,['simple']
3374,"[{'indicative'}, {'indicative'}, {'indicative'}]",Mood,['indicative']
3374,"[{'adjective'}, {'adjective', 'noun'}, {'adjective'}]",Modifying_clauses,['adjective']
3374,"[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",Modifying_phrases,"['prepositional phrases', 'single word modifiers', 'multiplying and embedding modifiers']"
3374,"[{'left branching', 'right branching', 'Periodic sentences'}, {'left branching', 'right branching', 'Periodic sentences'}, {'left branching', 'right branching', 'middle branching'}, {'left branching', 'right branching'}, {'left branching', 'right branching', 'middle branching', 'Periodic sentences'}]",Sentence_architecture,"['Periodic sentences', 'right branching', 'left branching']"
3374,"[{'by sentence role', 'by position'}, {'by sentence role', 'by position'}, {'by sentence role', 'by position'}, {'by sentence role', 'by position'}, {'by sentence role', 'by position'}]",Emphasis,"['by position', 'by sentence role']"
3374,"[{'strategic repetition'}, {'strategic repetition'}, {'definition as figure', 'strategic repetition'}]",Figures_of_argument,['strategic repetition']
3374,[{'bracketing'}],Series,['bracketing']
3374,"[{'negation', 'modality'}, {'negation', 'modality'}, {'negation', 'modality'}, {'negation', 'modality'}, {'negation', 'modality'}]",Verb_choices,"['modality', 'negation']"
3374,[],Phrases_built_on_nouns,[]
313,"[{'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}]",Language_of_origin,"['Old English Core', 'Latin/Greek']"
313,"[{'conversions'}, set(), {'conversions'}]",New_words_and_changing_uses,['conversions']
313,"[{'abstract', 'indefinite/thesis'}, {'abstract', 'indefinite/thesis'}, {'abstract', 'indefinite/thesis'}, {'abstract', 'indefinite/thesis'}, {'abstract', 'indefinite/thesis'}, {'abstract', 'indefinite/thesis'}]",Lexical_and_semantic_fields,"['abstract', 'indefinite/thesis']"
313,"[{'clarity', 'high', 'forcefulness', 'correctness'}, {'high', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}, {'clarity', 'high', 'correctness'}]",Language_varieties,"['correctness', 'high', 'forcefulness', 'clarity']"
313,"[{'metaphor'}, {'metaphor', 'full analogies', 'synecdoche'}, {'metaphor'}, {'metaphor', 'synecdoche'}]",Tropes,['metaphor']
313,"[{'emphasis', 'ploce'}, {'ploce'}, {'ploce'}, {'ploce'}]",Figures_of_word_choice,['ploce']
313,"[{'active'}, {'active'}, {'active'}, {'active'}, {'stative', 'active'}, {'stative', 'active'}, {'stative', 'active'}, {'stative', 'active'}, {'stative', 'active'}, {'stative', 'active'}]",Predication,"['active', 'stative']"
313,"[{'abstractions', 'things'}, {'abstractions', 'things'}, {'abstractions', 'things'}, {'abstractions', 'concepts', 'things'}, {'abstractions', 'concepts', 'things'}, {'humans', 'abstractions', 'things'}, {'rhetorical participants', 'abstractions'}, {'humans', 'abstractions', 'concepts'}]",Subject_choices,"['abstractions', 'things']"
313,"[{'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present', 'past'}, {'present'}]",Tense,['present']
313,"[{'simple'}, {'simple'}, {'simple'}]",Aspect,['simple']
313,"[{'indicative'}, {'indicative'}, {'indicative'}]",Mood,['indicative']
313,"[{'modality', 'multiplication'}, {'modality', 'multiplication'}, {'negation', 'modality'}, {'negation', 'modality'}, {'negation', 'modality'}, {'negation', 'modality'}]",Verb_choices,"['modality', 'negation']"
313,"[{'comparitive', 'subordinate'}, {'comparitive', 'conditional'}, {'subordinate', 'comparitive'}]",Modifying_clauses,"['comparitive', 'subordinate']"
313,"[{'summative modifier', 'appositives'}, {'summative modifier'}, {'summative modifier'}]",Phrases_built_on_nouns,['summative modifier']
313,"[{'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",Modifying_phrases,"['prepositional phrases', 'single word modifiers', 'multiplying and embedding modifiers']"
313,"[{'right branching', 'Periodic sentences'}, {'Right branching', 'Periodic sentences'}]",Sentence_architecture,"['right branching', 'Periodic sentences']"
313,"[{'by sentence role', 'by position'}, {'by sentence role', 'by position'}, {'by sentence role', 'by position'}]",Emphasis,"['by position', 'by sentence role']"
313,"[{'strategic repetition', 'antithesis'}, {'strategic repetition', 'antithesis'}, {'antithesis'}]",Figures_of_argument,"['strategic repetition', 'antithesis']"
3387,"[{'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}]",Language_of_origin,"['Old English Core', 'Latin/Greek']"
3387,"[{'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}, {'compounds', 'conversions'}, {'compounds', 'conversions'}, {'compounds', 'conversions'}, {'compounds', 'conversions'}, {'compounds', 'conversions'}, {'compounds', 'conversions'}, {'compounds', 'conversions'}, {'compounds', 'conversions'}, {'compounds', 'conversions'}, {'compounds', 'conversions'}]",New_words_and_changing_uses,"['conversions', 'compounds']"
3387,"[{'abstract', 'definite/hypothesis', 'concrete'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}, {'definite/hypothesis', 'concrete', 'prototype'}]",Lexical_and_semantic_fields,"['prototype', 'definite/hypothesis', 'concrete']"
3387,"[{'clarity', 'high', 'forcefulness', 'correctness'}, {'high', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}, {'middle', 'high', 'forcefulness', 'clarity', 'correctness'}]",Language_varieties,"['correctness', 'high', 'forcefulness', 'clarity']"
3387,"[{'euphemism', 'metaphor', 'antonomasia'}, {'metaphor', 'antonomasia'}, {'metaphor', 'antonomasia'}, {'euphemism', 'metaphor', 'synecdoche', 'antonomasia'}, {'metaphor', 'antonomasia'}, {'metaphor', 'antonomasia'}]",Tropes,"['metaphor', 'antonomasia']"
3387,"[{'polyptoton', 'emphasis', 'synonyms'}, {'synonyms', 'emphasis', 'ploce'}, {'emphasis', 'ploce'}]",Figures_of_word_choice,"['polyptoton', 'emphasis', 'synonyms']"
3387,"[{'active'}, {'active'}, {'active'}, {'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'stative', 'compound', 'active'}, {'compound', 'active'}, {'compound', 'active'}]",Predication,"['active', 'stative', 'compound']"
3387,"[{'humans', 'abstractions', 'concepts'}, {'humans', 'abstractions', 'concepts'}, {'humans', 'abstractions', 'concepts'}, {'humans', 'abstractions', 'concepts'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions'}, {'humans', 'abstractions', 'concepts'}, {'humans', 'abstractions'}]",Subject_choices,"['humans', 'concepts', 'abstractions']"
3387,"[{'future'}, {'future'}, {'future'}, {'future'}, {'future'}, {'future'}, {'future'}, {'present', 'future'}, {'present', 'future'}]",Tense,['future']
3387,"[{'simple', 'progressive'}, {'simple'}, {'simple'}]",Aspect,['simple']
3387,"[{'indicative'}, {'indicative'}, {'indicative', 'imperative'}]",Mood,['indicative']
3387,"[{'modality'}, {'modality'}, {'multiplication', 'modality', 'personification'}, {'multiplication', 'modality', 'personification'}]",Verb_choices,['modality']
3387,"[{'adjective'}, {'adjective'}, {'adjective'}, {'adjective'}, {'adjective'}, {'adjective'}]",Modifying_clauses,['adjective']
3387,"[{'appositives'}, {'appositives'}, {'appositives'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",Modifying_phrases,"['prepositional phrases', 'single word modifiers', 'multiplying and embedding modifiers']"
3387,"[{'right branching', 'middle branching'}, {'left branching', 'right branching', 'middle branching'}, {'multiplying and embedding modifiers', 'single word modifiers', 'prepositional phrases'}]",Sentence_architecture,"['right branching', 'middle branching']"
3387,"[{'by sentence role', 'by position', 'combinations'}, {'by sentence role', 'from inversions', 'by position', 'combinations'}, {'from inversions', 'by position', 'combinations'}]",Emphasis,"['by position', 'combinations', 'by sentence role']"
3387,"[{'defintion as figure', 'strategic repetition'}, {'defintion as figure', 'strategic repetition'}, {'strategic repetition'}]",Figures_of_argument,"['strategic repetition', 'defintion as figure']"
3387,"[{'participal phrases'}, {'participal phrases'}, {'participal phrases'}]",Phrases_built_on_verbs,['participal phrases']
3387,"[{'appositives', 'resumptive modifier'}, {'absolute construction', 'appositives'}, {'appositives'}]",Phrases_built_on_nouns,"['resumptive modifier', 'appositives']"
3387,"[{'gramatical structure (parison)'}, {'gramatical structure (parison)', 'comparison (parallelism in argument)'}, {'gramatical structure (parison)'}]",Parallelism,['gramatical structure (parison)']
271,"[{'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}, {'Old English Core', 'Latin/Greek'}]",Language_of_origin,"['Old English Core', 'Latin/Greek']"
271,[],New_words_and_changing_uses,[]
271,"[{'concrete', 'indefinite/thesis'}, {'concrete', 'indefinite/thesis'}, {'abstract', 'indefinite/thesis'}]",Lexical_and_semantic_fields,"['indefinite/thesis', 'concrete']"
271,"[{'high', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}, {'high', 'forcefulness', 'clarity', 'appropriateness', 'correctness'}, {'clarity', 'high', 'correctness'}]",Language_varieties,"['appropriateness', 'high', 'correctness', 'forcefulness', 'clarity']"
271,"[{'metonymy'}, {'metaphor', 'euphemism'}, {'simile', 'metonymy'}, {'euphemism'}]",Tropes,['metonymy']
271,"[{'emphasis'}, {'emphasis'}, set()]",Figures_of_word_choice,['emphasis']
271,"[{'stative', 'active'}, {'stative', 'active'}, {'stative', 'active'}, {'stative', 'active'}, {'stative', 'active'}]",Predication,"['active', 'stative']"
271,"[{'abstractions', 'things'}, {'abstractions', 'things'}, {'rhetorical participants', 'concepts', 'things'}, {'abstractions', 'things'}, {'abstractions', 'things'}]",Subject_choices,"['abstractions', 'things']"
271,"[{'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}, {'present'}]",Tense,['present']
271,"[{'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}, {'simple'}]",Aspect,['simple']
271,"[{'indicative'}, {'indicative'}, {'indicative'}]",Mood,['indicative']
271,"[{'negation', 'multiplication'}, {'negation', 'multiplication'}, {'negation', 'multiplication'}, {'negation', 'multiplication'}, {'negation', 'multiplication'}, {'negation', 'multiplication'}]",Verb_choices,"['multiplication', 'negation']"
271,"[{'adjective'}, {'adjective'}, {'adjective'}]",Modifying_clauses,['adjective']
