sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,res_FT_Maj_gpt3.5_0.0_V3_2,property_FT_Maj_gpt3.5_0.0_V3_2
1405,[ 7 13],"I want to bring our soldiers back home,"" Trump said.",Subject_choices,"['rhetorical_participants', 'humans']","['rhetorical_participants', 'humans']","['rhetorical_participants', 'humans']",True,"['rhetorical_participants', 'humans']","{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'Trump' refers to a single individual, a proper name.""
}",['humans'],"{
  ""Properties"": [""rhetorical participants""],
  ""Explanation"": ""The use of 'Trump' as the subject of the sentence indicates the presence of rhetorical participants, where the subject is the speaker (in this case, Trump).""
}",['rhetorical_participants'],"{
  ""Properties"": [""rhetorical participants""],
  ""Explanation"": ""The subject 'Trump' is a rhetorical participant as he is the speaker in the quoted statement.""
}",['rhetorical_participants'],False,"{
  ""Properties"": [""rhetorical participants""],
  ""Explanation"": ""The use of 'Trump' as the subject indicates a rhetorical participant choice, where the subject is the speaker themselves.""
}",['rhetorical_participants'],"{
  ""Properties"": [""humans"", ""rhetorical participants""],
  ""Explanation"": ""The subject 'Trump' refers to a single individual, and the use of 'our' indicates a rhetorical participant, as it involves the reader in the statement.""
}","['humans', 'rhetorical_participants']","{
  ""Properties"": [""rhetorical participants""],
  ""Explanation"": ""The use of 'Trump' as the subject indicates a rhetorical participant choice, where the subject is the speaker themselves.""
}",['rhetorical_participants'],0,['rhetorical_participants'],1.0,0.0,GPT is mangling the definitions,"['rhetorical_participants', 'humans']","[{'Answer': 'yes', 'Explanation': 'The sentence contains the human subject Trump who is speaking the quoted words.', 'Property': 'humans'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any rhetorical participants as subjects. The subject of the sentence is Trump, not a rhetorical participant.', 'Property': 'rhetorical participants'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any subjects that are things. The subject I and Trump are people, not things.', 'Property': 'things'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any subjects that are abstractions. The subject of the sentence is Trump, which is a name referent and not an abstraction.', 'Property': 'abstractions'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any concepts as subjects. The subject of the sentence is Trump, a specific person, not a vague or general term.', 'Property': 'concepts'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any slot fillers as the subject is a regular noun phrase (Trump).', 'Property': 'slot fillers'}]",['humans']
1407,[7],And it’s a problem not just in West Virginia – it’s a national problem.,Subject_choices,['slot_fillers'],['slot_fillers'],['slot_fillers'],True,['slot_fillers'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The subject 'problem' is an abstraction because it refers to a concept that cannot be easily pointed to or visualized.""
}",['abstractions'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The subject 'problem' refers to a broad and abstract concept, indicating the use of abstractions.""
}",['abstractions'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The subject 'problem' is an abstraction because it refers to a concept or general issue that cannot be easily pointed to.""
}",['abstractions'],True,"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The subject 'problem' refers to an abstract concept that cannot be easily pointed to.""
}",['abstractions'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The subject 'problem' refers to an abstract concept that cannot be easily pointed to.""
}",['abstractions'],"{
  ""Properties"": [""abstractions""],
  ""Explanation"": ""The subject 'problem' refers to an abstract concept that cannot be easily pointed to.""
}",['abstractions'],1,['abstractions'],1.0,0.0,GPT is assinging the poperty to the object not the subject,['slot_fillers'],"[{'Answer': 'no', 'Explanation': 'The sentence does not contain any human subjects, as it does not mention any specific people or groups of people.', 'Property': 'humans'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any rhetorical participants as subjects. The subject is discussing a problem in West Virginia and is not referring to themselves as the subject of the sentence.', 'Property': 'rhetorical participants'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any subjects that are things, as it is a pronoun referring to a non-physical concept.', 'Property': 'things'}, {'Answer': 'yes', 'Explanation': 'The sentence does not have a clear subject, but it does contain an abstraction (national problem).', 'Property': 'abstractions'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any concepts as subjects. The subject is its a problem, which is a concrete and specific term, not a vague concept.', 'Property': 'concepts'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any slot fillers as the subject it’s a problem not just in West Virginia – it’s a national problem is a valid and meaningful subject.', 'Property': 'slot fillers'}]",['abstractions']
2508,[8],"“It was a foolish mistake by a very young man,” Saucier’s lawyer, Greg Rinckey, said.",Subject_choices,"['slot_fillers', 'humans']","['slot_fillers', 'humans']","['slot_fillers', 'humans']",True,"['slot_fillers', 'humans']","{
  ""Properties"": [""humans"", ""slot fillers""],
  ""Explanation"": ""The statement includes the human subject 'a very young man' and the slot filler 'it' in 'It was a foolish mistake.'""
}","['humans', 'slot_fillers']","{
  ""Properties"": [""humans"", ""slot fillers""],
  ""Explanation"": ""The sentence includes the human subject 'a very young man' and the slot filler 'It' used to form a complete sentence.""
}","['humans', 'slot_fillers']","{
  ""Properties"": [""humans"", ""rhetorical participants"", ""slot fillers""],
  ""Explanation"": ""The subject choices in the text include 'Saucier's lawyer', a human, as well as the rhetorical participant 'Greg Rinckey' and the slot filler 'It'.""
}","['humans', 'rhetorical_participants', 'slot_fillers']",False,"{
  ""Properties"": [""humans"", ""slot fillers""],
  ""Explanation"": ""The subject 'Saucier’s lawyer, Greg Rinckey' refers to a human, and 'It' is a slot filler used to make a complete sentence.""
}","['humans', 'slot_fillers']","{
  ""Properties"": [""humans"", ""slot fillers""],
  ""Explanation"": ""The subject 'Saucier’s lawyer, Greg Rinckey' refers to a human, and the slot filler 'It' is used as a dummy subject in the sentence.""
}","['humans', 'slot_fillers']","{
  ""Properties"": [""humans"", ""slot fillers""],
  ""Explanation"": ""The subject 'a very young man' falls under the property of 'humans', while the slot filler 'It' is used at the beginning of the sentence.""
}","['humans', 'slot_fillers']",1,"['humans', 'slot_fillers']",1.0,1.0,GPT explanation is only partially correct,"['slot_fillers', 'humans']","[{'Answer': 'yes', 'Explanation': 'The sentence contains multiple human subjects, including Saucier’s lawyer, Greg Rinckey and a very young man.', 'Property': 'humans'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any rhetorical participants as subjects. The subjects are Saucier’s lawyer, Greg Rinckey and It.', 'Property': 'rhetorical participants'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any subjects that are things. The subject It refers to a concept or idea, not a physical object.', 'Property': 'things'}, {'Answer': 'yes', 'Explanation': 'The subject foolish mistake is an abstraction, as it refers to a concept that cannot be easily pointed to.', 'Property': 'abstractions'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any concepts as subjects. The subject of the sentence is It referring to the foolish mistake made by a very young man.', 'Property': 'concepts'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any slot fillers as the subjects are real nouns and not dummy subjects used to make complete sentences.', 'Property': 'slot fillers'}]","['humans', 'abstractions']"
2871,[8],"While it earlier made attempts to balance its shoddier side with some interesting reporting, it is now solidly main stream in the worst sense.",Subject_choices,['slot_fillers'],['slot_fillers'],['slot_fillers'],True,"['slot_fillers', 'abstractions']","{
  ""Properties"": [""slot fillers""],
  ""Explanation"": ""The sentence uses the slot filler 'it' in 'it is now solidly main stream in the worst sense.'""
}",['slot_fillers'],"{
  ""Properties"": [""things"", ""slot fillers""],
  ""Explanation"": ""The subject 'it' is a slot filler used to make a complete sentence, and it refers to an unspecified entity, falling under the category of 'things'.""
}","['things', 'slot_fillers']","{
  ""Properties"": [""things"", ""abstractions"", ""slot fillers""],
  ""Explanation"": ""The sentence does not contain humans, rhetorical participants, or concepts as subjects. Instead, it refers to 'attempts' and 'main stream' as things, and uses 'it' as a slot filler.""
}","['things', 'abstractions', 'slot_fillers']",False,"{
  ""Properties"": [""things""],
  ""Explanation"": ""The subject 'it' refers to an entity with a physical existence, indicating the presence of the 'things' property.""
}",['things'],"{
  ""Properties"": [""abstractions"", ""slot fillers""],
  ""Explanation"": ""The sentence uses the slot filler 'it' and refers to the abstract concept of 'main stream' in a negative sense.""
}","['abstractions', 'slot_fillers']","{
  ""Properties"": [""things"", ""abstractions"", ""slot fillers""],
  ""Explanation"": ""The sentence contains 'it' as a slot filler, 'main stream' as an abstraction, and 'shoddier side' as a reference to a thing.""
}","['things', 'abstractions', 'slot_fillers']",0,['things'],1.0,0.0,GPT is assinging the poperty to the object not the subject,['slot_fillers'],"[{'Answer': 'no', 'Explanation': 'The sentence does not contain any human subjects, as it does not mention any specific people or groups of people.', 'Property': 'humans'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any rhetorical participants as subjects. The subject of the sentence is it, which is not a rhetorical participant.', 'Property': 'rhetorical participants'}, {'Answer': 'no', 'Explanation': 'The sentence does not have any subjects that are things. The subject it refers to a non-physical entity, not a thing.', 'Property': 'things'}, {'Answer': 'yes', 'Explanation': 'The sentence contains an abstraction as the subject, it, which refers to the abstract concept of the entity being described as solidly main stream in the worst sense.', 'Property': 'abstractions'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any concepts as subjects. The subject of the sentence is it, which is a pronoun referring to an unspecified entity or idea, rather than a specific concept.', 'Property': 'concepts'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any slot fillers as the subjects it and it are not used as dummy subjects, but rather as actual subjects of the sentence.', 'Property': 'slot fillers'}]",['abstractions']
3130,[9],"It beggars belief of ordinary people that, after so many years of hearing and reading them, Ratzinger would remain on such friendly terms with men like Walter Kasper and Carlo Maria Martini, the alleged brains of the Sankt Gallen Mafia.",Subject_choices,"['slot_fillers', 'humans']","['slot_fillers', 'humans']","['slot_fillers', 'humans']",True,"['slot_fillers', 'humans', 'abstractions']","{
  ""Properties"": [""humans"", ""rhetorical participants""],
  ""Explanation"": ""The text refers to specific individuals ('Ratzinger', 'Walter Kasper', 'Carlo Maria Martini') and also includes the rhetorical participant 'ordinary people'.""
}","['humans', 'rhetorical_participants']","{
  ""Properties"": [""humans""],
  ""Explanation"": ""The text refers to specific individuals such as 'Ratzinger', 'Walter Kasper', and 'Carlo Maria Martini'. These are all examples of humans.""
}",['humans'],"{
  ""Properties"": [
    ""humans""
  ],
  ""Explanation"": ""The subject choices in the text primarily revolve around individuals, such as 'Ratzinger', 'Walter Kasper', and 'Carlo Maria Martini'. These are all human entities, which fall under the 'humans' property.""
}",['humans'],False,"{
  ""Properties"": [""humans"", ""rhetorical participants""],
  ""Explanation"": ""The text refers to 'ordinary people' as well as specific individuals like 'Ratzinger', 'Walter Kasper', and 'Carlo Maria Martini'. Additionally, the phrase 'It beggars belief' involves a rhetorical participant.""
}","['humans', 'rhetorical_participants']","{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject choices in the text refer to specific individuals such as 'Ratzinger', 'Walter Kasper', and 'Carlo Maria Martini'. These are examples of humans as subjects.""
}",['humans'],"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject choices in the text refer to specific individuals such as 'Ratzinger', 'Walter Kasper', and 'Carlo Maria Martini'. These are all examples of humans.""
}",['humans'],0,['humans'],1.0,0.0,GPT explanation is only partially correct,"['slot_fillers', 'humans']","[{'Answer': 'yes', 'Explanation': 'The sentence contains multiple human subjects, including Ratzinger, Walter Kasper, and Carlo Maria Martini.', 'Property': 'humans'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any rhetorical participants as subjects. The subjects are referring to actual individuals in the sentence.', 'Property': 'rhetorical participants'}, {'Answer': 'no', 'Explanation': 'The sentence does not have any subjects that are things. The subjects are It, belief, and Ratzinger, which are not things but rather people or abstract concepts.', 'Property': 'things'}, {'Answer': 'yes', 'Explanation': 'The sentence contains the abstraction belief, which is a name referent that cannot be pointed to easily.', 'Property': 'abstractions'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any concepts as subjects. The subjects are It and Ratzinger, which are not concepts.', 'Property': 'concepts'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any slot fillers as the subjects are real nouns and not dummy subjects.', 'Property': 'slot fillers'}]","['humans', 'abstractions']"
3315,[8 8 9],"​Despite suffering several public and humiliating reversals in various forums and venues, those pushing for boycotts, divestment and sanctions (BDS) against Israel have not dispensed with their pernicious campaign of hate.",Subject_choices,['humans'],['humans'],['humans'],True,"['humans', 'abstractions']","{
  ""Properties"": [
    ""humans"",
    ""abstractions""
  ],
  ""Explanation"": ""The subject 'those pushing for boycotts, divestment and sanctions (BDS) against Israel' refers to a group of people, making use of the 'humans' property. Additionally, the phrase 'their pernicious campaign of hate' refers to an abstract concept, utilizing the 'abstractions' property.""
}","['humans', 'abstractions']","{
  ""Properties"": [""humans"", ""abstractions""],
  ""Explanation"": ""The subject choices in the text include 'those pushing for boycotts, divestment and sanctions (BDS) against Israel', which refers to groups or collections of people, and 'pernicious campaign of hate', which is an abstraction.""
}","['humans', 'abstractions']","{
  ""Properties"": [""humans"", ""abstractions""],
  ""Explanation"": ""The subject choices 'those pushing for boycotts, divestment and sanctions (BDS) against Israel' refer to a group of people, and 'their pernicious campaign of hate' refers to an abstract concept.""
}","['humans', 'abstractions']",True,"{
  ""Properties"": [""humans"", ""abstractions""],
  ""Explanation"": ""The subject 'those pushing for boycotts, divestment and sanctions (BDS) against Israel' refers to a group of people, and the verb 'have not dispensed' is applied to their abstract campaign of hate.""
}","['humans', 'abstractions']","{
  ""Properties"": [""humans"", ""abstractions""],
  ""Explanation"": ""The subject 'those pushing for boycotts, divestment and sanctions (BDS) against Israel' refers to a group of people, and 'their pernicious campaign of hate' is an abstraction.""
}","['humans', 'abstractions']","{
  ""Properties"": [""humans"", ""abstractions""],
  ""Explanation"": ""The text refers to 'those pushing for boycotts, divestment and sanctions' as well as 'their pernicious campaign of hate', indicating the presence of both humans and abstractions.""
}","['humans', 'abstractions']",1,"['humans', 'abstractions']",1.0,0.0,GPT is assinging the poperty to the object not the subject,['humans'],"[{'Answer': 'yes', 'Explanation': 'The sentence contains the subject those pushing for boycotts, divestment and sanctions (BDS) against Israel, which is a group of people, making the answer yes.', 'Property': 'humans'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any rhetorical participants as subjects. The subjects are referring to actual individuals or groups, not the writer or reader themselves.', 'Property': 'rhetorical participants'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any subjects that are things. The subject of the sentence is those pushing for boycotts, divestment and sanctions (BDS) against Israel, which is a group of people and not a thing.', 'Property': 'things'}, {'Answer': 'yes', 'Explanation': 'The sentence contains the abstraction boycotts, divestment and sanctions (BDS) against Israel, which is a name referent that cannot be pointed to easily.', 'Property': 'abstractions'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any concepts as subjects. The subjects are those pushing for boycotts, divdivestment and sanctions (BDS) against Israel, which are specific and concrete terms, not vague concepts.', 'Property': 'concepts'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any slot fillers as the subjects are real nouns and noun phrases, not dummy subjects used to make complete sentences.', 'Property': 'slot fillers'}]","['humans', 'abstractions']"
3397,[9],"After Oswald supposedly tried to “defect” to the Soviet Union and promised to give the Russians all the secrets he learned about in the military, why would U.S. officials agree to let him back in the country, and with a communist wife?",Subject_choices,['humans'],['humans'],['humans'],True,"['humans', 'abstractions']","{
  ""Properties"": [""humans""],
  ""Explanation"": ""The sentence contains the reference to 'Oswald' as the subject, indicating the use of humans property.""
}",['humans'],"{
  ""Properties"": [""humans"", ""rhetorical participants""],
  ""Explanation"": ""The text contains references to specific individuals ('Oswald', 'U.S. officials') and also includes rhetorical participants ('U.S. officials', 'him', 'the Russians', 'the country').""
}","['humans', 'rhetorical_participants']","{
  ""Properties"": [""rhetorical participants""],
  ""Explanation"": ""The subject 'U.S. officials' is used to rhetorically question the actions of the U.S. government, thus involving the reader in the discussion.""
}",['rhetorical_participants'],False,"{
  ""Properties"": [""rhetorical participants""],
  ""Explanation"": ""The use of 'U.S. officials' as the subject indicates a focus on the actions and decisions of the government, which is a form of rhetorical participant.""
}",['rhetorical_participants'],"{
  ""Properties"": [""rhetorical participants""]
  ,
  ""Explanation"": ""The use of 'U.S. officials' suggests a focus on the actions and decisions of the authorities, making it a rhetorical participant.""
}",['rhetorical_participants'],"{
  ""Properties"": [""rhetorical participants""],
  ""Explanation"": ""The use of 'U.S. officials' as the subject indicates a focus on the actions and decisions of the government, which is a form of rhetorical participant.""
}",['rhetorical_participants'],1,['rhetorical_participants'],1.0,0.0,GPT is mangling the definitions,['humans'],"[{'Answer': 'yes', 'Explanation': 'The sentence contains multiple subjects that are humans, including Oswald, U.S. officials, and Russians.', 'Property': 'humans'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any rhetorical participants as subjects. The subjects are referring to actual individuals involved in the events described in the sentence.', 'Property': 'rhetorical participants'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any subjects that are things. The subjects are people, specifically Oswald and U.S. officials.', 'Property': 'things'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any abstractions as subjects. The subjects in the sentence are Oswald and U.S. officials, which are not abstractions.', 'Property': 'abstractions'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any concepts as subjects. The subjects are Oswald and U.S. officials, which are not concepts.', 'Property': 'concepts'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any slot fillers as subjects. The subjects in the sentence are Oswald and U.S. officials, which are not slot fillers.', 'Property': 'slot fillers'}]",['humans']
3428,[9],One leaked official memo says: “Assange is going to make a nice bride in prison.,Subject_choices,"['things', 'humans']","['things', 'humans']","['things', 'humans']",True,['humans'],"{
  ""Properties"": [""rhetorical participants""],
  ""Explanation"": ""The subject 'Assange' is used in a manner that implies the writer's perspective or opinion about the situation, making it a rhetorical participant.""
}",['rhetorical_participants'],"{
  ""Properties"": [""humans"", ""rhetorical participants""],
  ""Explanation"": ""The subject 'Assange' refers to a specific individual, and the use of 'leaked official memo' suggests the involvement of rhetorical participants, such as the writer of the memo or the reader of the article.""
}","['humans', 'rhetorical_participants']","{
  ""Properties"": [""humans"", ""rhetorical participants""],
  ""Explanation"": ""The subject 'Assange' refers to a specific individual, while the use of 'leaked official memo' indicates rhetorical participants.""
}","['humans', 'rhetorical_participants']",False,"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'Assange' refers to a single individual, meeting the criteria for the 'humans' property.""
}",['humans'],"{
  ""Properties"": [""humans""]
}",['humans'],"{
  ""Properties"": [""humans""]
  ,
  ""Explanation"": ""The subject 'Assange' refers to a single individual, meeting the criteria for the 'humans' property.""
}",['humans'],1,['humans'],1.0,0.0,GPT explanation is only partially correct,"['things', 'humans']","[{'Answer': 'yes', 'Explanation': 'The sentence contains the subject Assange, which is a human subject choice.', 'Property': 'humans'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any rhetorical participants as subjects. The subjects are referring to actual individuals or entities, not the writer or reader themselves.', 'Property': 'rhetorical participants'}, {'Answer': 'no', 'Explanation': 'The subject of the sentence is One leaked official memo, which is not a thing but rather a written document.', 'Property': 'things'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any abstractions as subjects. The subject of the sentence is Assange, which is a specific name referent and not an abstraction.', 'Property': 'abstractions'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any concepts as subjects. The subjects are One leaked official memo and Assange, which are not vague, general terms.', 'Property': 'concepts'}, {'Answer': 'no', 'Explanation': 'The sentence has a real subject, One leaked official memo, so it does not contain any slot fillers.', 'Property': 'slot fillers'}]",['humans']
3430,[9],"In Alexandra, Virginia – the suburban home of America’s war-making elite — a secret grand jury, a throwback to the middle ages — has spent seven years trying to concoct a crime for which Assange can be prosecuted.",Subject_choices,['humans'],['humans'],['humans'],True,"['things', 'humans', 'abstractions']","{
  ""Properties"": [""humans"", ""abstractions""],
  ""Explanation"": ""The subject 'America’s war-making elite' represents a group of people, falling under the 'humans' category. Additionally, 'a secret grand jury' and 'a crime' are abstractions, qualifying as 'abstractions'.""
}","['humans', 'abstractions']","{
  ""Properties"": [""humans"", ""abstractions""],
  ""Explanation"": ""The text contains the property 'humans' through the reference to 'America’s war-making elite' and 'Assange'. It also involves the property 'abstractions' with the mention of 'a secret grand jury', 'a throwback to the middle ages', and 'a crime for which Assange can be prosecuted'.""
}","['humans', 'abstractions']","{
  ""Properties"": [""humans"", ""things""],
  ""Explanation"": ""The text contains the property 'humans' (America’s war-making elite, Assange) and 'things' (a secret grand jury, a crime)""
}","['humans', 'things']",False,"{
  ""Properties"": [""humans"", ""abstractions""],
  ""Explanation"": ""The text contains the property 'humans' with the reference to 'America’s war-making elite' and 'Assange'. It also includes the property 'abstractions' with the mention of 'a secret grand jury' and 'a crime'.""
}","['humans', 'abstractions']","{
  ""Properties"": [""humans"", ""abstractions""],
  ""Explanation"": ""The text contains the property 'humans' with the mention of 'America’s war-making elite' and 'Assange'. It also contains the property 'abstractions' with the mention of 'a secret grand jury' and 'a crime'.""
}","['humans', 'abstractions']","{
  ""Properties"": [""humans"", ""abstractions""],
  ""Explanation"": ""The text contains the property 'humans' with the reference to 'America’s war-making elite' and 'Assange', as well as the property 'abstractions' with the mention of 'a secret grand jury' and 'a crime'.""
}","['humans', 'abstractions']",1,"['humans', 'abstractions']",1.0,0.0,GPT did not adhere to definitions,['humans'],"[{'Answer': 'yes', 'Explanation': 'The sentence contains multiple subjects that are humans, including a secret grand jury and Assange.', 'Property': 'humans'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any rhetorical participants as subjects. The subjects are referring to actual entities, not the writer or reader themselves.', 'Property': 'rhetorical participants'}, {'Answer': 'no', 'Explanation': 'The sentence does not have any subjects that are things. The subjects are a secret grand jury and Assange, which are not things but rather entities or individuals.', 'Property': 'things'}, {'Answer': 'yes', 'Explanation': 'The sentence contains the abstractions suburban home, secret grand jury, and crime, which are name referents that cannot be pointed to easily.', 'Property': 'abstractions'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any concepts as subjects. The subjects are a secret grand jury and Assange.', 'Property': 'concepts'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any slot fillers as the subjects are real nouns and not dummy subjects used to make complete sentences.', 'Property': 'slot fillers'}]","['humans', 'abstractions']"
3833,[ 9  8  8  5 12],"I never thought I’d see the day when a preening, Internet-created neo-Catholic doyenne such as Simcha Fisher, as notorious as Mark Shea for her crude and often unprintable invective against traditionalists, would unload on Pope Bergoglio with the following headline: “Does Francis know he sounds like an abuser?”",Subject_choices,"['rhetorical_participants', 'humans']","['rhetorical_participants', 'humans']","['rhetorical_participants', 'humans']",True,"['rhetorical_participants', 'humans', 'abstractions']","{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject choices in the text include 'Simcha Fisher' and 'Mark Shea', which are both individuals. This indicates the use of the 'humans' property.""
}",['humans'],"{
  ""Properties"": [""humans"", ""rhetorical participants""],
  ""Explanation"": ""The text contains references to specific individuals such as 'Simcha Fisher' and 'Mark Shea', which fall under the 'humans' category. Additionally, the use of 'I' and 'her' includes 'rhetorical participants'.""
}","['humans', 'rhetorical_participants']","{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'Simcha Fisher' refers to a specific individual, indicating the presence of humans as a subject choice property.""
}",['humans'],False,"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'Simcha Fisher' is a human individual, fitting the property of 'humans'.""
}",['humans'],"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'Simcha Fisher' is a human individual, fitting the property of 'humans'.""
}",['humans'],"{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject choices in the text refer to specific individuals such as 'Simcha Fisher', 'Mark Shea', and 'Pope Bergoglio'.""
}",['humans'],1,['humans'],1.0,0.0,GPT did not adhere to definitions,"['rhetorical_participants', 'humans']","[{'Answer': 'yes', 'Explanation': 'The sentence contains multiple human subjects, including I, Simcha Fisher, and Mark Shea.', 'Property': 'humans'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any rhetorical participants as subjects. The subjects are referring to specific individuals in the context of the sentence.', 'Property': 'rhetorical participants'}, {'Answer': 'no', 'Explanation': 'The sentence does not have any subjects that are things. The subject Simcha Fisher is a person, not a thing.', 'Property': 'things'}, {'Answer': 'yes', 'Explanation': 'The sentence contains the abstraction neo-Catholic doyenne as a subject, making the answer yes.', 'Property': 'abstractions'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any concepts as subjects. The subjects are I and Simcha Fisher, which are not vague, general terms.', 'Property': 'concepts'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any slot fillers as the subjects are real nouns and pronouns, not dummy subjects used to make complete sentences.', 'Property': 'slot fillers'}]","['humans', 'abstractions']"
3834,[12],They tell me that Pope Francis is sounding more and more like the men who abused them.,Subject_choices,['humans'],['humans'],['humans'],True,"['rhetorical_participants', 'humans']","{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'Pope Francis' refers to a single individual, fulfilling the property of 'humans'.""
}",['humans'],"{
  ""Properties"": [""rhetorical participants"", ""humans""],
  ""Explanation"": ""The subject 'me' suggests a rhetorical participant, while 'Pope Francis' and 'the men who abused them' are both examples of humans.""
}","['rhetorical_participants', 'humans']","{
  ""Properties"": [""rhetorical participants"", ""things""]
} 

 	","['rhetorical_participants', 'things']",False,"{
  ""Properties"": [""humans"", ""rhetorical participants""],
  ""Explanation"": ""The subject 'Pope Francis' refers to a specific individual, and the use of 'me' indicates a rhetorical participant as the subject.""
}","['humans', 'rhetorical_participants']","{
  ""Properties"": [""rhetorical participants"", ""humans""]
  ,
  ""Explanation"": ""The subject 'me' refers to the reader, making it a rhetorical participant. 'Pope Francis' is a human subject.""
}","['rhetorical_participants', 'humans']","{
  ""Properties"": [""humans""],
  ""Explanation"": ""The subject 'Pope Francis' refers to a single individual, a proper name.""
}",['humans'],0,"['humans', 'rhetorical_participants']",0.0,1.0,GPT classification and explanation is correct,"['rhetorical_participants', 'humans']","[{'Answer': 'yes', 'Explanation': 'The sentence contains multiple human subjects, including Pope Francis and the men who abused them.', 'Property': 'humans'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any rhetorical participants as subjects. The subject They refers to a group of people other than the writer or reader.', 'Property': 'rhetorical participants'}, {'Answer': 'no', 'Explanation': 'The sentence does not have any subjects that are things. The subjects are Pope Francis and the men who abused them, which are people, not things.', 'Property': 'things'}, {'Answer': 'no', 'Explanation': 'The subject of the sentence is Pope Francis, which is a specific name referent and not an abstraction.', 'Property': 'abstractions'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any concepts as subjects. The subjects are Pope Francis and men who abused them, which are specific entities, not vague concepts.', 'Property': 'concepts'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain any slot fillers as the subjects are real nouns (They, Pope Francis, men).', 'Property': 'slot fillers'}]",['humans']
